"野村日本株高配当70 日次指数値"
※  2000年12月29日 = 10000
,円ベース,,米ドルベース,,円ベース
年月日,配当除く,配当含む,配当除く,配当含む,配当課税考慮済、居住者,配当課税考慮済、非居住者
20160215,19186.23,27031.09,19376.79,27299.57,25862.45,26115.93
20160216,19280.31,27163.63,19348.51,27259.72,25989.27,26243.99
20160217,19042.60,26828.73,19282.58,27166.84,25668.84,25920.42
20160218,19558.02,27554.90,19722.80,27787.06,26363.61,26622.00
20160219,19214.57,27071.01,19545.43,27537.15,25900.65,26154.50
20160222,19325.03,27226.65,19670.86,27713.87,26049.56,26304.87
20160223,19261.70,27137.42,19735.77,27805.33,25964.19,26218.66
20160224,19162.88,26998.19,19638.02,27667.61,25830.98,26084.14
20160225,19449.27,27401.68,19922.63,28068.59,26217.02,26473.98
20160226,19452.12,27405.70,19800.22,27896.13,26220.86,26477.85
20160229,19215.63,27079.50,19540.45,27537.25,25907.41,26161.66
20160301,19232.96,27103.93,19563.27,27569.41,25930.78,26185.26
20160302,20031.07,28228.65,20145.03,28389.25,27006.82,27271.86
20160303,20448.98,28817.59,20585.14,29009.47,27570.27,27840.84
20160304,20580.34,29002.71,20764.68,29262.48,27747.38,28019.69
20160307,20458.46,28830.95,20670.74,29130.11,27583.05,27853.75
20160308,20228.82,28507.33,20578.96,29000.77,27273.44,27541.10
20160309,19930.16,28086.45,20359.87,28692.01,26870.78,27134.49
20160310,20185.90,28446.85,20419.60,28776.19,27215.58,27482.67
20160311,20305.76,28615.76,20516.46,28912.69,27377.18,27645.86
20160314,20562.95,28978.20,20768.10,29267.30,27723.93,27996.01
20160315,20394.87,28741.34,20724.96,29206.51,27497.32,27767.18
20160316,20164.43,28416.59,20387.11,28730.40,27186.63,27453.44
20160317,20136.18,28376.78,20702.85,29175.36,27148.54,27414.98
20160318,20010.46,28199.62,20651.21,29102.58,26979.04,27243.81
20160322,20380.38,28720.91,20956.73,29533.14,27477.78,27747.44
20160323,20253.03,28541.45,20706.26,29180.16,27306.08,27574.06
20160324,20012.30,28202.21,20374.04,28711.98,26981.52,27246.32
20160325,20206.67,28476.11,20533.70,28936.99,27243.57,27510.94
20160328,20409.32,28761.70,20653.78,29106.21,27516.79,27786.84
20160329,20271.23,28916.95,20486.07,29223.43,27597.34,27885.08
20160330,19950.52,28459.46,20453.40,29176.82,27160.72,27443.91
20160331,19845.44,28309.57,20281.43,28931.51,27017.67,27299.37
20160401,19153.53,27322.56,19600.47,27960.12,26075.70,26347.58
20160404,19117.38,27270.98,19684.44,28079.90,26026.48,26297.84
20160405,18580.44,26505.04,19326.41,27569.18,25295.49,25559.23
20160406,18556.91,26471.48,19311.56,27547.98,25263.46,25526.86
20160407,18625.09,26568.73,19710.99,28117.78,25356.27,25620.65
20160408,18850.24,26889.91,19857.82,28327.23,25662.79,25930.36
20160411,18733.95,26724.03,19919.78,28415.61,25504.48,25770.40
20160412,19089.36,27231.01,20270.48,28915.89,25988.33,26259.30
20160413,19613.79,27979.11,20688.74,29512.53,26702.29,26980.70
20160414,20196.29,28810.06,21228.14,30281.99,27495.32,27781.99
20160415,20077.37,28640.42,21106.04,30107.81,27333.42,27618.41
20160418,19478.18,27785.66,20680.49,29500.77,26517.67,26794.16
20160419,20113.61,28692.11,21177.07,30209.14,27382.75,27668.25
20160420,20135.02,28722.66,21242.44,30302.39,27411.90,27697.71
20160421,20590.48,29372.37,21574.38,30775.90,28031.97,28324.24
20160422,20842.21,29731.46,21655.47,30891.57,28374.67,28670.51
20160425,20798.84,29669.59,21487.02,30651.28,28315.62,28610.85
20160426,20598.11,29383.25,21350.68,30456.80,28042.36,28334.74
20160427,20494.64,29235.65,21175.61,30207.06,27901.49,28192.40
20160428,19728.64,28141.40,20911.63,29828.84,26857.47,27137.42
20160502,19098.75,27242.91,20624.50,29419.27,25999.97,26270.99
20160506,19053.75,27178.71,20471.04,29200.37,25938.71,26209.08
20160509,19080.64,27217.07,20363.79,29047.38,25975.32,26246.07
20160510,19489.54,27800.34,20565.23,29334.73,26531.97,26808.53
20160511,19531.92,27860.78,20663.08,29474.30,26589.66,26866.82
20160512,19539.43,27871.51,20610.31,29399.03,26599.89,26877.16
20160513,19182.60,27362.51,20259.96,28899.27,26114.12,26386.32
20160516,19224.50,27422.27,20307.94,28967.72,26171.16,26443.95
20160517,19441.99,27732.51,20418.49,29125.41,26467.24,26743.12
20160518,19521.66,27846.15,20497.47,29238.07,26575.69,26852.71
20160519,19436.88,27725.21,20287.94,28939.20,26460.28,26736.09
20160520,19465.86,27766.56,20281.36,28929.80,26499.74,26775.96
20160523,19426.76,27710.78,20376.41,29065.39,26446.50,26722.17
20160524,19263.44,27477.82,20206.96,28823.67,26224.17,26497.52
20160525,19498.39,27812.95,20361.40,29043.97,26544.01,26820.70
20160526,19492.89,27805.12,20355.66,29035.79,26536.53,26813.14
20160527,19596.21,27952.49,20511.09,29257.49,26677.18,26955.26
20160530,19820.30,28272.14,20449.45,29169.57,26982.26,27263.51
20160531,19986.48,28517.84,20662.65,29482.63,27215.06,27499.16
20160601,19732.56,28155.53,20601.25,29395.03,26869.30,27149.79
20160602,19242.01,27455.58,20291.92,28953.66,26201.33,26474.84
20160603,19263.10,27485.67,20352.46,29040.03,26230.05,26503.86
20160606,19185.51,27374.97,20566.46,29345.38,26124.41,26397.12
20160607,19307.45,27548.95,20590.55,29379.75,26290.44,26564.88
20160608,19419.68,27709.10,20857.37,29760.47,26443.27,26719.30
20160609,19181.19,27368.80,20721.31,29566.34,26118.52,26391.17
20160610,19090.53,27239.45,20528.80,29291.65,25995.07,26266.43
20160613,18384.81,26232.49,19910.60,28409.57,25034.11,25295.44
20160614,18217.49,25993.75,19773.19,28213.50,24806.28,25065.23
20160615,18291.21,26098.93,19780.33,28223.69,24906.65,25166.65
20160616,17741.34,25314.34,19613.02,27984.97,24157.91,24410.09
20160617,17973.48,25645.58,19809.62,28265.48,24474.01,24729.49
20160620,18416.66,26277.93,20241.77,28882.09,25077.48,25339.26
20160621,18583.75,26516.34,20439.10,29163.66,25305.00,25569.15
20160622,18448.64,26323.55,20306.05,28973.81,25121.02,25383.25
20160623,18681.56,26655.90,20552.57,29325.57,25438.18,25703.73
20160624,17327.56,24723.94,19315.42,27560.32,23594.48,23840.78
20160627,17469.58,24926.59,19675.11,28073.56,23787.87,24036.19
20160628,17338.51,24813.49,19485.47,27886.06,23665.61,23916.22
20160629,17702.63,25334.59,19857.77,28418.86,24162.60,24418.47
20160630,17683.16,25306.74,19784.76,28314.37,24136.03,24391.62
20160701,17810.39,25488.81,19955.27,28558.40,24309.68,24567.11
20160704,17947.36,25684.83,20077.42,28733.20,24496.63,24756.04
20160705,17868.53,25572.01,20179.81,28879.73,24389.04,24647.30
20160706,17477.37,25012.22,19886.61,28460.13,23855.14,24107.76
20160707,17379.08,24871.56,19765.96,28287.47,23720.99,23972.18
20160708,17202.41,24618.71,19645.72,28115.40,23479.84,23728.48
20160711,17814.57,25494.80,20087.29,28747.33,24315.40,24572.89
20160712,18310.52,26204.56,20424.02,29229.24,24992.32,25256.98
20160713,18585.67,26598.34,20490.25,29324.01,25367.88,25636.52
20160714,18790.84,26891.95,20476.74,29304.67,25647.91,25919.51
20160715,18903.75,27053.54,20517.08,29362.41,25802.03,26075.26
20160719,19106.58,27343.82,20718.63,29650.86,26078.88,26355.04
20160720,19008.57,27203.56,20539.66,29394.73,25945.11,26219.85
20160721,19235.92,27528.92,20689.01,29608.47,26255.42,26533.45
20160722,19095.11,27327.40,20676.92,29591.16,26063.22,26339.21
20160725,19084.50,27312.22,20631.41,29526.03,26048.74,26324.58
20160726,18721.19,26792.28,20662.45,29570.46,25552.85,25823.44
20160727,18934.67,27097.80,20641.31,29540.20,25844.24,26117.92
20160728,18774.40,26868.42,20605.39,29488.79,25625.47,25896.83
20160729,18923.99,27082.50,20983.03,30029.24,25829.65,26103.18
20160801,18823.83,26939.16,21121.66,30227.63,25692.94,25965.02
20160802,18498.66,26473.80,20905.83,29918.76,25249.11,25516.49
20160803,18157.97,25986.24,20646.71,29547.93,24784.10,25046.55
20160804,18552.70,26551.14,21021.69,30084.57,25322.87,25591.03
20160805,18510.99,26491.45,21040.83,30111.96,25265.94,25533.50
20160808,18985.66,27170.76,21326.15,30520.29,25913.83,26188.24
20160809,19233.07,27524.83,21574.53,30875.75,26251.52,26529.51
20160810,19152.55,27409.60,21684.26,31032.79,26141.62,26418.44
20160812,19230.31,27520.89,21649.64,30983.24,26247.76,26525.71
20160815,19136.15,27386.13,21752.51,31130.46,26119.24,26395.83
20160816,18886.24,27028.49,21631.07,30956.67,25778.13,26051.11
20160817,19254.09,27554.93,21966.99,31437.40,26280.22,26558.52
20160818,18959.99,27134.02,21779.58,31169.20,25878.79,26152.83
20160819,19161.82,27422.87,21985.05,31463.26,26154.27,26431.24
20160822,19258.53,27561.27,21957.88,31424.37,26286.28,26564.63
20160823,19069.03,27290.07,21888.42,31324.97,26027.62,26303.24
20160824,19236.83,27530.22,22040.30,31542.33,26256.66,26534.70
20160825,19225.21,27513.59,22000.66,31485.60,26240.80,26518.68
20160826,19018.42,27217.65,21759.68,31140.73,25958.54,26233.43
20160829,19467.28,27860.02,21865.01,31291.46,26571.20,26852.58
20160830,19490.94,27893.88,21876.61,31308.07,26603.49,26885.21
20160831,19711.92,28214.45,21930.77,31390.37,26908.40,27193.55
20160901,19802.32,28343.84,21968.59,31444.50,27031.80,27318.26
20160902,19848.68,28410.19,22018.95,31516.59,27095.08,27382.21
20160905,19938.39,28538.59,22163.41,31723.35,27217.54,27505.97
20160906,20011.00,28642.53,22246.28,31841.97,27316.67,27606.15
20160907,19868.48,28438.53,22480.44,32177.13,27122.11,27409.53
20160908,19835.68,28391.58,22433.38,32109.77,27077.33,27364.27
20160909,19882.59,28458.73,22351.13,31992.05,27141.37,27428.99
20160912,19567.76,28008.11,21974.65,31453.17,26711.61,26994.68
20160913,19538.98,27966.90,22048.99,31559.59,26672.31,26954.96
20160914,19405.39,27775.69,21620.08,30945.67,26489.95,26770.67
20160915,19211.18,27497.71,21545.77,30839.31,26224.84,26502.75
20160916,19301.74,27627.34,21763.12,31150.40,26348.47,26627.69
20160920,19429.61,27810.37,21953.61,31423.06,26523.02,26804.09
20160921,19952.80,28559.23,22517.08,32229.58,27237.22,27525.86
20160923,19880.02,28455.05,22615.98,32371.14,27137.86,27425.44
20160926,19668.84,28152.78,22461.36,32149.82,26849.58,27134.11
20160927,19857.71,28423.11,22695.09,32484.37,27107.40,27394.67
20160928,19477.02,28211.26,22211.40,32171.84,26840.83,27141.32
20160929,19743.20,28596.80,22344.19,32364.17,27207.64,27512.24
20160930,19428.13,28140.44,22123.81,32044.96,26773.45,27073.19
20161003,19474.90,28208.18,22068.80,31965.29,26837.90,27138.36
20161004,19648.18,28459.16,22047.71,31934.74,27076.69,27379.82
20161005,19773.73,28641.03,22103.34,32015.31,27249.72,27554.79
20161006,19863.43,28770.94,22010.88,31881.39,27373.33,27679.78
20161007,19873.23,28785.15,21987.81,31847.99,27386.84,27693.44
20161011,19969.17,28924.10,22076.95,31977.09,27519.04,27827.13
20161012,19732.56,28581.40,21899.66,31720.30,27192.99,27497.42
20161013,19707.17,28544.62,21799.89,31575.79,27158.00,27462.04
20161014,19820.90,28709.35,21856.25,31657.43,27314.73,27620.52
20161017,19911.10,28839.99,21964.14,31813.70,27439.02,27746.21
20161018,19983.17,28944.39,22079.69,31981.06,27538.35,27846.64
20161019,19953.37,28901.22,22144.71,32075.25,27497.28,27805.11
20161020,20156.47,29195.40,22326.99,32339.26,27777.17,28088.14
20161021,20142.03,29174.49,22287.36,32281.86,27757.27,28068.02
20161024,20227.50,29298.28,22364.70,32393.89,27875.05,28187.12
20161025,20343.06,29465.67,22376.20,32410.54,28034.30,28348.15
20161026,20455.08,29627.92,22559.89,32676.60,28188.67,28504.25
20161027,20403.42,29553.08,22409.33,32458.53,28117.47,28432.25
20161028,20646.08,29904.57,22534.77,32640.21,28451.89,28770.41
20161031,20691.18,29972.11,22659.32,32823.06,28515.71,28835.06
20161101,20766.16,30080.73,22738.19,32937.30,28619.06,28939.56
20161102,20401.58,29552.62,22614.85,32758.63,28116.61,28431.48
20161104,20124.14,29150.73,22396.98,32443.04,27734.25,28044.84
20161107,20379.73,29520.96,22420.82,32477.58,28086.49,28401.03
20161108,20449.82,29622.50,22502.25,32595.53,28183.09,28498.71
20161109,19494.87,28239.20,21676.69,31399.66,26867.01,27167.89
20161110,20716.65,30009.01,22533.66,32641.03,28550.82,28870.56
20161111,20870.56,30231.95,22475.54,32556.83,28762.93,29085.05
20161114,21237.83,30763.95,22668.15,32835.84,29269.08,29596.87
20161115,21276.49,30819.96,22608.61,32749.59,29322.37,29650.75
20161116,21530.37,31187.71,22606.59,32746.67,29672.25,30004.55
20161117,21494.37,31135.58,22654.71,32816.38,29622.65,29954.39
20161118,21569.03,31243.71,22386.35,32427.64,29725.53,30058.42
20161121,21728.20,31474.29,22507.85,32603.64,29944.90,30280.25
20161122,21812.54,31596.45,22595.21,32730.18,30061.13,30397.78
20161124,21988.39,31851.18,22294.97,32295.27,30303.48,30642.84
20161125,22058.66,31952.97,22401.80,32450.03,30400.32,30740.77
20161128,22223.14,32191.22,22810.78,33042.45,30627.00,30969.99
20161129,22220.90,32187.98,22732.33,32928.81,30623.91,30966.87
20161130,22222.30,32191.36,22651.07,32812.48,30626.87,30969.92
20161201,22516.75,32617.90,22661.72,32827.90,31032.68,31380.28
20161202,22632.18,32785.12,22821.87,33059.89,31191.77,31541.15
20161205,22414.65,32470.00,22609.46,32752.20,30891.97,31237.99
20161206,22693.73,32874.27,22906.05,33181.83,31276.59,31626.92
20161207,23015.21,33339.98,23127.93,33503.26,31719.66,32074.96
20161208,23426.68,33936.03,23684.34,34309.28,32286.75,32648.39
20161209,23683.94,34308.70,23779.14,34446.61,32641.31,33006.93
20161212,23647.36,34255.71,23457.50,33980.67,32590.90,32955.95
20161213,23732.51,34379.06,23653.26,34264.25,32708.25,33074.61
20161214,23694.74,34324.34,23676.19,34297.48,32656.19,33021.97
20161215,23764.26,34425.04,23210.75,33623.24,32752.00,33118.85
20161216,23917.94,34647.67,23249.19,33678.92,32963.80,33333.03
20161219,23821.30,34507.67,23324.95,33788.67,32830.61,33198.34
20161220,23729.18,34374.24,23127.35,33502.42,32703.66,33069.97
20161221,23642.41,34248.54,23101.57,33465.07,32584.07,32949.05
20161222,23644.78,34251.97,23089.16,33447.09,32587.34,32952.35
20161226,23487.16,34023.64,23033.11,33365.90,32370.10,32732.68
20161227,23496.37,34036.98,23011.70,33334.89,32382.79,32745.51
20161228,23474.16,34079.39,22952.77,33322.46,32408.72,32775.32
20161229,23125.58,33573.34,22834.44,33150.66,31927.48,32288.64
20161230,23131.27,33581.59,22694.75,32947.87,31935.33,32296.57
20170104,23805.74,34560.79,23182.30,33655.68,32866.52,33238.30
20170105,23824.18,34587.55,23608.44,34274.34,32891.98,33264.04
20170106,23682.05,34381.21,23405.02,33979.02,32695.74,33065.59
20170110,23461.15,34060.51,23271.78,33785.58,32390.77,32757.17
20170111,23621.93,34293.93,23387.85,33954.10,32612.75,32981.66
20170112,23384.83,33949.71,23505.53,34124.94,32285.40,32650.61
20170113,23521.61,34148.28,23562.62,34207.83,32474.24,32841.58
20170116,23247.01,33749.63,23414.11,33992.22,32095.13,32458.18
20170117,22934.35,33295.71,23260.28,33768.89,31663.47,32021.64
20170118,23023.82,33425.60,23342.77,33888.65,31786.98,32146.55
20170119,23293.10,33816.54,23307.30,33837.16,32158.76,32522.54
20170120,23420.94,34002.14,23441.34,34031.75,32335.26,32701.03
20170123,23121.01,33566.71,23414.46,33992.72,31921.17,32282.26
20170124,22918.77,33273.09,23229.10,33723.62,31641.95,31999.88
20170125,23143.67,33599.60,23419.86,34000.56,31952.45,32313.89
20170126,23627.64,34302.21,23863.36,34644.44,32620.62,32989.62
20170127,23721.52,34438.51,23655.64,34342.87,32750.24,33120.70
20170130,23605.31,34269.80,23646.47,34329.56,32589.80,32958.45
20170131,23217.23,33706.39,23498.44,34114.64,32054.01,32416.60
20170201,23236.67,33734.62,23508.79,34129.68,32080.85,32443.74
20170202,22935.71,33297.69,23352.36,33902.56,31665.34,32023.53
20170203,22964.66,33339.72,23326.02,33864.33,31705.31,32063.95
20170206,23067.44,33488.92,23509.39,34130.54,31847.20,32207.45
20170207,23051.14,33465.26,23623.74,34296.56,31824.70,32184.70
20170208,23204.61,33688.07,23729.17,34449.62,32036.59,32398.98
20170209,23001.95,33393.85,23524.02,34151.79,31756.79,32116.02
20170210,23593.58,34252.77,23813.26,34571.70,32573.60,32942.07
20170213,23667.84,34360.57,23950.28,34770.62,32676.12,33045.75
20170214,23502.27,34120.20,23779.59,34522.82,32447.54,32814.58
20170215,23784.62,34530.12,23871.88,34656.80,32837.36,33208.81
20170216,23766.32,34503.55,23965.51,34792.73,32812.09,33183.26
20170217,23668.66,34361.77,23976.46,34808.62,32677.27,33046.90
20170220,23704.23,34413.41,24075.10,34951.84,32726.37,33096.57
20170221,23880.41,34669.19,24167.52,35086.01,32969.61,33342.55
20170222,23945.20,34763.24,24260.86,35221.52,33059.05,33433.01
20170223,23902.53,34701.30,24251.85,35208.43,33000.14,33373.43
20170224,23767.94,34505.90,24226.54,35171.69,32814.33,33185.52
20170227,23455.68,34052.57,24019.05,34870.47,32383.22,32749.53
20170228,23527.24,34169.28,24069.81,34957.27,32491.73,32859.89
20170301,23784.73,34543.23,24081.29,34973.94,32847.32,33219.51
20170302,24035.54,34907.49,24186.04,35126.08,33193.70,33569.81
20170303,23903.30,34715.44,24036.14,34908.37,33011.08,33385.12
20170306,23922.53,34743.37,24153.77,35079.20,33037.64,33411.98
20170307,23914.92,34732.32,24136.54,35054.18,33027.12,33401.35
20170308,23798.01,34562.53,24009.06,34869.03,32865.67,33238.06
20170309,23881.63,34683.97,23959.83,34797.54,32981.15,33354.85
20170310,24189.28,35130.77,24083.43,34977.05,33406.02,33784.54
20170313,24219.79,35175.08,24267.31,35244.10,33448.15,33827.14
20170314,24199.68,35145.87,24142.94,35063.48,33420.38,33799.05
20170315,24120.37,35030.69,24163.48,35093.30,33310.85,33688.28
20170316,24144.22,35065.33,24500.32,35582.50,33343.79,33721.60
20170317,24014.30,34876.64,24324.44,35327.07,33164.36,33540.14
20170321,23934.39,34760.59,24373.50,35398.32,33054.01,33428.54
20170322,23318.05,33865.46,24028.01,34896.56,32202.83,32567.71
20170323,23290.94,33826.09,24057.25,34939.03,32165.39,32529.85
20170324,23498.72,34127.86,24250.07,35219.07,32452.34,32820.05
20170327,23167.10,33646.24,24158.46,35086.02,31994.37,32356.89
20170328,23464.55,34078.23,24358.10,35375.96,32405.15,32772.32
20170329,23258.64,34215.58,24054.17,35385.87,32451.46,32840.14
20170330,23039.87,33893.74,23834.34,35062.49,32146.21,32531.23
20170331,22817.92,33567.23,23450.61,34497.98,31836.53,32217.85
20170403,22794.07,33532.14,23504.94,34577.91,31803.26,32184.17
20170404,22591.34,33233.91,23496.22,34565.07,31520.40,31897.93
20170405,22531.84,33146.38,23406.79,34433.52,31437.38,31813.92
20170406,22197.32,32654.28,23077.02,33948.39,30970.65,31341.60
20170407,22351.13,32880.55,23218.02,34155.82,31185.26,31558.77
20170410,22581.50,33219.45,23306.67,34286.23,31506.68,31884.05
20170411,22496.59,33094.53,23381.80,34396.75,31388.20,31764.15
20170412,22222.18,32690.85,23281.93,34249.83,31005.34,31376.70
20170413,22059.19,32451.07,23248.95,34201.32,30777.92,31146.56
20170414,21947.38,32286.59,23150.22,34056.08,30621.92,30988.69
20170417,21972.06,32322.90,23305.70,34284.81,30656.36,31023.55
20170418,22070.44,32467.62,23293.93,34267.48,30793.62,31162.44
20170419,22057.01,32447.87,23289.38,34260.80,30774.89,31143.49
20170420,22120.06,32540.62,23317.38,34301.99,30862.86,31232.51
20170421,22418.07,32979.02,23587.16,34698.86,31278.65,31653.29
20170424,22597.59,33243.11,23588.13,34700.29,31529.13,31906.77
20170425,22896.58,33682.95,23850.39,35086.09,31946.29,32328.92
20170426,23255.65,34211.18,24021.89,35338.38,32447.28,32835.92
20170427,23228.79,34171.66,23986.59,35286.45,32409.80,32797.98
20170428,23097.61,33981.43,23847.91,35085.29,32228.85,32615.00
20170501,23236.12,34185.21,23871.87,35120.54,32422.12,32810.59
20170502,23369.15,34380.94,23937.91,35217.70,32607.75,32998.44
20170508,23881.74,35135.05,24379.29,35867.06,33322.97,33722.23
20170509,23750.57,34942.07,24014.96,35331.05,33139.95,33537.01
20170510,23797.47,35011.07,24005.35,35316.91,33205.39,33603.24
20170511,23872.08,35120.84,24017.35,35334.57,33309.50,33708.59
20170512,23759.39,34955.05,24029.17,35351.95,33152.26,33549.47
20170515,23659.09,34807.50,23920.36,35191.88,33012.31,33407.85
20170516,23711.06,34883.95,24013.05,35328.24,33084.82,33481.22
20170517,23539.96,34632.23,24053.91,35388.35,32846.08,33239.63
20170518,23148.19,34055.85,23979.87,35279.42,32299.43,32686.42
20170519,23304.32,34285.55,24020.33,35338.95,32517.28,32906.89
20170522,23398.84,34424.61,24154.59,35536.48,32649.18,33040.36
20170523,23341.10,34339.66,24116.65,35480.66,32568.60,32958.82
20170524,23512.59,34591.96,24135.40,35508.25,32807.89,33200.97
20170525,23593.03,34710.30,24240.71,35663.18,32920.12,33314.56
20170526,23408.45,34438.75,24177.55,35570.25,32662.59,33053.93
20170529,23396.77,34421.57,24153.54,35534.93,32646.29,33037.44
20170530,23373.23,34386.93,24177.03,35569.49,32613.44,33004.19
20170531,23251.36,34218.69,24078.06,35435.33,32451.74,32841.09
20170601,23518.21,34611.42,24342.34,35824.27,32824.19,33218.01
20170602,24006.53,35330.08,24723.05,36384.56,33505.74,33907.73
20170605,23832.42,35073.84,24774.68,36460.55,33262.73,33661.81
20170606,23618.54,34759.07,24753.90,36429.96,32964.21,33359.71
20170607,23659.35,34819.13,24871.54,36603.10,33021.18,33417.36
20170608,23590.37,34717.61,24693.97,36341.76,32924.90,33319.93
20170609,23605.99,34740.60,24586.01,36182.88,32946.70,33341.99
20170612,23636.09,34784.89,24643.04,36266.81,32988.71,33384.50
20170613,23683.28,34854.35,24685.53,36329.34,33054.58,33451.16
20170614,23654.93,34812.63,24667.16,36302.32,33015.01,33411.11
20170615,23496.08,34578.84,24651.41,36279.13,32793.29,33186.74
20170616,23680.35,34850.04,24471.58,36014.47,33050.49,33447.02
20170619,23711.58,34896.00,24519.29,36084.69,33094.08,33491.13
20170620,23877.62,35140.35,24569.37,36158.39,33325.81,33725.65
20170621,23787.74,35008.08,24593.62,36194.07,33200.37,33598.70
20170622,23775.51,34990.08,24608.65,36216.20,33183.30,33581.43
20170623,23830.88,35071.56,24605.00,36210.83,33260.57,33659.63
20170626,23804.13,35032.20,24539.90,36115.03,33223.25,33621.85
20170627,23961.82,35264.27,24662.63,36295.65,33443.33,33844.57
20170628,23972.25,35346.19,24560.07,36212.90,33508.19,33913.41
20170629,24170.06,35637.86,24684.59,36396.51,33784.70,34193.26
20170630,24071.27,35492.20,24681.33,36391.70,33646.61,34053.50
20170703,24124.43,35570.57,24574.64,36234.39,33720.91,34128.70
20170704,24149.59,35607.67,24531.76,36171.17,33756.07,34164.29
20170705,24333.17,35878.35,24635.48,36324.10,34012.68,34424.00
20170706,24278.64,35797.95,24613.89,36292.27,33936.46,34346.86
20170707,24205.88,35690.67,24461.35,36067.35,33834.76,34243.93
20170710,24339.92,35888.30,24494.48,36116.19,34022.12,34433.55
20170711,24492.19,36112.82,24617.52,36297.62,34234.96,34648.97
20170712,24381.45,35949.54,24693.07,36409.01,34080.17,34492.30
20170713,24330.58,35874.53,24712.34,36437.42,34009.06,34420.34
20170714,24444.15,36041.99,24792.63,36555.81,34167.82,34581.01
20170718,24320.35,35859.44,24897.83,36710.92,33994.76,34405.86
20170719,24272.05,35788.23,24868.32,36667.42,33927.25,34337.53
20170720,24467.69,36076.70,25038.63,36918.53,34200.71,34614.31
20170721,24391.05,35963.69,25079.70,36979.09,34093.59,34505.88
20170724,24228.76,35724.41,25121.91,37041.33,33866.75,34276.30
20170725,24173.35,35642.71,24976.56,36827.01,33789.29,34197.91
20170726,24279.33,35798.96,24943.62,36778.44,33937.43,34347.84
20170727,24264.53,35777.14,25069.63,36964.24,33916.73,34326.89
20170728,24177.83,35649.31,25002.54,36865.32,33795.55,34204.25
20170731,24126.22,35573.21,25057.42,36946.23,33723.41,34131.23
20170801,24331.87,35876.43,25368.46,37404.85,34010.86,34422.16
20170802,24335.79,35882.22,25237.44,37211.67,34016.35,34427.71
20170803,24287.34,35810.78,25222.48,37189.61,33948.63,34359.17
20170804,24206.73,35691.92,25265.51,37253.05,33835.95,34245.13
20170807,24394.49,35968.77,25300.60,37304.79,34098.40,34510.76
20170808,24326.28,35868.19,25274.34,37266.07,34003.05,34414.26
20170809,24057.39,35471.72,25169.08,37110.87,33627.20,34033.86
20170810,24008.80,35400.08,25076.00,36973.63,33559.28,33965.11
20170814,23671.42,34902.63,24783.33,36542.09,33087.70,33487.83
20170815,23939.83,35298.39,24929.19,36757.16,33462.88,33867.55
20170816,23916.69,35264.27,24787.15,36547.73,33430.53,33834.81
20170817,23907.89,35251.29,24989.91,36846.70,33418.23,33822.36
20170818,23663.35,34890.73,24931.63,36760.76,33076.41,33476.41
20170821,23545.11,34716.38,24834.38,36617.36,32911.14,33309.14
20170822,23593.36,34787.53,24789.70,36551.48,32978.59,33377.40
20170823,23620.59,34827.67,24801.29,36568.58,33016.64,33415.91
20170824,23492.85,34639.34,24704.42,36425.75,32838.10,33235.21
20170825,23612.70,34816.05,24737.63,36474.71,33005.62,33404.76
20170828,23631.21,34843.34,24874.96,36677.19,33031.49,33430.94
20170829,23576.49,34762.66,24966.03,36811.48,32955.01,33353.54
20170830,23695.64,34938.33,24747.79,36489.70,33121.54,33522.09
20170831,23877.85,35213.09,24830.89,36618.56,33380.85,33784.82
20170901,23891.49,35233.22,24914.98,36742.57,33399.92,33804.12
20170904,23642.39,34865.86,24812.85,36591.95,33051.68,33451.67
20170905,23429.86,34552.44,24595.41,36271.30,32754.57,33150.96
20170906,23382.76,34482.98,24696.01,36419.65,32688.72,33084.32
20170907,23473.72,34617.13,24744.32,36490.90,32815.89,33213.02
20170908,23372.69,34468.12,24924.79,36757.04,32674.64,33070.06
20170911,23633.03,34852.06,25044.37,36933.38,33038.60,33438.43
20170912,23902.64,35249.66,25069.96,36971.12,33415.51,33819.90
20170913,24031.96,35440.36,25115.03,37037.59,33596.29,34002.87
20170914,23979.00,35362.27,24954.15,36800.33,33522.26,33927.94
20170915,24120.56,35571.03,25033.45,36917.27,33720.16,34128.24
20170919,24541.08,36191.17,25243.01,37226.32,34308.03,34723.22
20170920,24525.48,36168.17,25297.16,37306.18,34286.22,34701.15
20170921,24605.11,36285.59,25119.97,37044.87,34397.54,34813.81
20170922,24611.12,36294.46,25246.12,37230.91,34405.95,34822.32
20170925,24729.01,36468.32,25315.07,37332.59,34570.76,34989.13
20170926,24717.92,36451.96,25412.39,37476.11,34555.25,34973.43
20170927,24555.03,36610.86,25037.70,37330.51,34629.02,35067.25
20170928,24728.02,36868.79,25182.80,37546.86,34872.99,35314.30
20170929,24720.87,36858.12,25258.35,37659.50,34862.90,35304.08
20171002,24722.22,36860.14,25141.24,37484.88,34864.80,35306.01
20171003,24870.13,37080.67,25267.06,37672.48,35073.40,35517.25
20171004,24842.53,37039.53,25368.00,37822.98,35034.48,35477.84
20171005,24815.99,36999.95,25301.54,37723.90,34997.05,35439.93
20171006,24894.74,37117.37,25313.33,37741.47,35108.11,35552.40
20171010,24917.68,37151.57,25436.82,37925.59,35140.46,35585.15
