"野村日本株高配当70・配当総額加重型 日次指数値"
※  2000年12月29日 = 10000
,円ベース
年月日,配当除く,配当含む
20170116,19075.55,28750.42
20170117,18793.94,28325.99
20170118,18860.08,28425.67
20170119,19084.07,28763.27
20170120,19135.53,28840.83
20170123,18906.36,28495.43
20170124,18782.43,28308.63
20170125,18937.69,28542.65
20170126,19219.29,28967.07
20170127,19286.79,29073.79
20170130,19173.84,28903.52
20170131,18887.03,28471.17
20170201,18891.02,28477.19
20170202,18720.13,28219.58
20170203,18734.10,28240.63
20170206,18817.71,28366.67
20170207,18789.92,28324.79
20170208,18912.86,28510.11
20170209,18764.92,28287.10
20170210,19168.90,28896.08
20170213,19238.43,29000.89
20170214,19061.51,28734.19
20170215,19233.21,28993.01
20170216,19197.37,28938.99
20170217,19128.81,28835.65
20170220,19193.27,28932.80
20170221,19296.23,29088.02
20170222,19325.83,29132.63
20170223,19285.64,29072.05
20170224,19228.45,28988.90
20170227,19026.21,28684.01
20170228,19013.86,28670.38
20170301,19224.87,28988.55
20170302,19360.71,29193.38
20170303,19296.67,29096.83
20170306,19284.39,29078.31
20170307,19314.90,29124.31
20170308,19250.67,29027.47
20170309,19299.98,29101.81
20170310,19541.83,29466.49
20170313,19608.88,29567.60
20170314,19570.07,29509.08
20170315,19572.06,29512.08
20170316,19558.16,29491.11
20170317,19462.81,29347.34
20170321,19430.35,29298.39
20170322,18974.61,28611.21
20170323,18964.74,28596.31
20170324,19129.83,28845.25
20170327,18897.39,28494.76
20170328,19115.39,28823.48
20170329,18962.08,28942.13
20170330,18792.85,28683.84
20170331,18574.96,28351.26
20170403,18584.22,28365.39
20170404,18444.34,28151.90
20170405,18384.85,28061.10
20170406,18129.89,27671.95
20170407,18232.48,27828.53
20170410,18357.30,28019.04
20170411,18307.27,27942.69
20170412,18106.35,27636.01
20170413,17954.19,27403.77
20170414,17893.66,27311.39
20170417,17912.79,27340.58
20170418,17992.40,27462.10
20170419,17936.03,27376.05
20170420,18030.30,27519.94
20170421,18259.49,27869.75
20170424,18414.64,28106.57
20170425,18582.94,28363.45
20170426,18829.89,28740.36
20170427,18811.76,28712.70
20170428,18759.28,28633.92
20170501,18831.34,28743.92
20170502,18957.23,28936.08
20170508,19301.56,29461.66
20170509,19241.00,29369.21
20170510,19274.67,29420.60
20170511,19353.35,29540.70
20170512,19290.29,29444.44
20170515,19220.64,29338.14
20170516,19282.75,29432.93
20170517,19164.88,29253.02
20170518,18896.22,28842.94
20170519,18972.02,28958.65
20170522,19038.67,29060.38
20170523,18986.67,28981.00
20170524,19086.86,29133.93
20170525,19097.11,29149.58
20170526,18968.07,28952.62
20170529,18973.12,28960.33
20170530,18975.58,28964.08
20170531,18895.40,28853.90
20170601,19093.16,29155.88
20170602,19425.05,29662.69
20170605,19294.12,29462.76
20170606,19164.98,29265.56
20170607,19156.42,29252.48
20170608,19105.99,29175.48
20170609,19125.41,29205.13
20170612,19178.35,29285.97
20170613,19202.46,29322.80
20170614,19159.39,29257.02
20170615,19070.91,29121.91
20170616,19212.00,29337.36
20170619,19236.11,29374.17
20170620,19330.17,29517.81
20170621,19259.44,29409.79
20170622,19213.52,29339.68
20170623,19247.69,29391.86
20170626,19215.37,29342.50
20170627,19319.26,29501.14
20170628,19328.92,29606.99
20170629,19430.22,29762.15
20170630,19348.06,29636.31
20170703,19375.67,29678.60
20170704,19440.28,29777.56
20170705,19589.10,30005.51
20170706,19505.75,29877.85
20170707,19399.65,29715.32
20170710,19455.82,29801.37
20170711,19571.87,29979.13
20170712,19489.68,29853.24
20170713,19442.48,29780.94
20170714,19519.27,29898.56
20170718,19415.93,29740.27
20170719,19389.11,29699.19
20170720,19501.04,29870.64
20170721,19436.41,29771.64
20170724,19282.53,29535.93
20170725,19255.65,29494.76
20170726,19349.76,29638.91
20170727,19385.38,29699.55
20170728,19333.21,29619.61
20170731,19320.38,29599.96
20170801,19484.48,29851.37
20170802,19501.49,29877.43
20170803,19460.45,29814.55
20170804,19374.33,29682.62
20170807,19491.09,29861.49
20170808,19451.06,29800.17
20170809,19277.79,29534.70
20170810,19228.58,29459.31
20170814,19007.89,29121.21
20170815,19217.44,29442.25
20170816,19217.73,29442.69
20170817,19190.13,29400.40
20170818,19031.24,29156.98
20170821,18954.30,29039.09
20170822,18946.27,29026.80
20170823,18992.87,29098.18
20170824,18880.35,28925.80
20170825,18949.18,29031.26
20170828,18968.04,29060.15
20170829,18944.01,29026.51
20170830,19038.71,29171.60
20170831,19197.48,29417.24
20170901,19167.01,29370.55
20170904,19012.48,29133.74
20170905,18919.66,28991.51
20170906,18880.36,28931.30
20170907,18920.34,28992.56
20170908,18841.77,28872.16
20170911,19025.49,29153.68
20170912,19192.33,29409.34
20170913,19283.20,29548.59
20170914,19223.17,29456.60
20170915,19330.47,29621.01
20170919,19691.07,30173.59
20170920,19690.53,30172.76
20170921,19746.28,30258.19
20170922,19744.17,30254.95
20170925,19851.83,30419.92
20170926,19886.34,30472.81
20170927,19712.13,30575.39
20170928,19809.39,30726.24
20170929,19766.17,30659.21
20171002,19719.87,30587.39
20171003,19837.45,30769.77
20171004,19832.64,30762.32
20171005,19848.75,30787.30
20171006,19900.26,30867.20
20171010,19922.88,30902.28
20171011,19926.25,30907.51
20171012,19975.20,30983.43
20171013,20042.51,31087.84
20171016,20179.18,31299.82
20171017,20260.17,31425.45
20171018,20328.47,31531.39
20171019,20382.55,31615.27
20171020,20355.69,31573.61
20171023,20505.74,31806.36
20171024,20642.34,32018.23
20171025,20621.41,31985.77
20171026,20677.19,32072.29
20171027,20868.89,32371.24
20171030,20850.06,32342.04
20171031,20719.60,32140.65
20171101,20980.94,32546.05
20171102,21100.89,32732.12
20171106,21058.82,32666.86
20171107,21317.58,33068.25
20171108,21342.75,33107.29
20171109,21262.01,32982.05
20171110,21068.48,32681.85
20171113,20845.40,32335.79
20171114,20812.57,32284.87
20171115,20430.79,31692.64
20171116,20584.24,31930.69
20171117,20583.35,31929.29
20171120,20505.26,31808.17
20171121,20640.40,32017.80
20171122,20705.53,32118.83
20171124,20736.68,32167.16
20171127,20677.40,32075.20
20171128,20638.25,32014.46
20171129,20806.48,32275.42
20171130,20974.93,32539.31
20171201,21014.39,32600.53
20171204,20932.24,32473.09
20171205,21009.42,32592.82
20171206,20750.45,32191.07
20171207,20902.23,32426.53
20171208,21078.51,32700.00
20171211,21237.22,32946.21
20171212,21307.78,33055.68
20171213,21335.43,33098.58
20171214,21205.63,32897.21
20171215,20918.74,32452.15
20171218,21180.43,32858.13
20171219,21235.84,32944.08
20171220,21339.86,33105.45
20171221,21342.05,33108.85
20171222,21414.31,33220.95
20171225,21449.88,33276.13
20171226,21407.36,33210.17
20171227,21375.03,33262.59
20171228,21230.31,33037.37
20171229,21213.97,33011.95
20180104,21702.03,33771.44
20180105,21902.31,34083.11
20180109,21997.26,34230.85
20180110,22074.78,34351.49
20180111,22062.69,34332.67
20180112,21904.05,34085.81
20180115,21977.00,34199.33
20180116,22069.96,34344.00
20180117,22036.12,34291.34
20180118,21852.07,34004.92
20180119,21992.06,34222.77
20180122,22050.44,34313.62
20180123,22234.48,34600.01
20180124,22133.20,34442.41
20180125,21980.15,34204.24
20180126,21872.50,34036.71
20180129,21879.96,34054.66
20180130,21677.40,33739.38
20180131,21428.61,33352.16
20180201,21802.76,33934.49
20180202,21764.10,33874.32
20180205,21425.43,33347.21
20180206,20661.34,32157.95
20180207,20637.15,32120.30
20180208,20815.79,32398.34
20180209,20401.04,31752.81
20180213,20098.20,31281.47
20180214,19925.13,31012.10
20180215,20083.94,31259.27
20180216,20259.26,31532.14
20180219,20639.53,32124.00
20180220,20487.59,31887.53
20180221,20411.00,31768.32
20180222,20242.99,31506.82
20180223,20442.27,31816.99
20180226,20627.54,32109.16
20180227,20804.90,32385.24
20180228,20533.46,31969.14
20180301,20267.22,31554.62
20180302,19926.61,31024.31
20180305,19885.17,30959.79
20180306,19988.79,31121.12
20180307,19867.01,30931.52
20180308,19946.85,31055.82
20180309,19960.43,31076.97
20180312,20332.20,31655.78
20180313,20379.14,31728.86
20180314,20298.69,31603.61
20180315,20280.14,31574.74
20180316,20228.42,31494.21
20180319,20064.39,31238.82
20180320,20135.35,31349.30
20180322,20139.70,31356.08
20180323,19513.76,30381.53
20180326,19578.91,30482.96
20180327,20029.51,31184.52
20180328,19837.76,31324.78
20180329,19860.26,31360.31
20180330,19952.94,31507.04
20180402,19899.43,31422.55
20180403,19832.16,31316.32
20180404,19906.04,31432.98
20180405,20118.03,31767.73
20180406,20072.17,31695.31
20180409,20141.94,31805.48
20180410,20270.29,32008.16
20180411,20230.88,31945.92
20180412,20129.18,31785.33
20180413,20236.45,31954.73
20180416,20306.91,32065.98
20180417,20207.47,31908.96
20180418,20313.97,32077.14
20180419,20337.37,32114.07
20180420,20343.10,32123.12
20180423,20399.04,32211.46
20180424,20589.98,32512.97
20180425,20638.68,32589.86
20180426,20662.34,32627.22
20180427,20674.58,32647.13
20180501,20634.67,32584.10
20180502,20583.90,32503.93
20180507,20583.98,32504.05
20180508,20605.08,32537.37
20180509,20489.09,32354.22
20180510,20551.06,32452.08
20180511,20705.19,32695.46
20180514,20766.84,32792.80
20180515,20800.61,32846.14
20180516,20780.90,32815.02
20180517,20888.88,32985.53
20180518,20996.16,33154.93
20180521,20935.49,33059.12
20180522,20878.51,32969.14
20180523,20749.41,32765.29
20180524,20459.92,32308.15
20180525,20376.58,32176.55
20180528,20314.99,32079.29
20180529,20243.29,31966.07
20180530,19940.77,31488.37
20180531,20013.97,31614.06
20180601,20064.36,31693.67
20180604,20406.50,32234.10
20180605,20407.22,32235.25
20180606,20496.33,32376.00
20180607,20603.01,32544.51
20180608,20469.67,32333.88
20180611,20493.96,32372.25
20180612,20521.63,32415.97
20180613,20645.55,32611.70
20180614,20494.02,32372.35
20180615,20537.05,32440.31
20180618,20380.79,32193.49
20180619,20121.73,31784.29
20180620,20205.81,31917.10
20180621,20111.96,31768.85
20180622,19992.61,31580.32
20180625,19881.13,31404.23
20180626,19976.18,31554.38
20180627,19883.80,31503.59
20180628,19790.61,31355.94
20180629,19850.15,31450.27
20180702,19509.50,30910.55
20180703,19471.71,30850.68
20180704,19561.23,30992.51
20180705,19477.85,30860.40
20180706,19649.82,31132.88
20180709,19842.64,31438.37
20180710,19908.84,31543.26
20180711,19722.60,31248.18
20180712,19807.73,31383.06
20180713,19947.27,31604.14
20180717,20162.23,31944.72
20180718,20231.30,32054.15
20180719,20211.20,32022.30
20180720,20173.85,31963.14
20180723,20174.88,31964.76
20180724,20236.92,32063.06
20180725,20287.20,32142.72
20180726,20385.99,32299.25
20180727,20457.88,32420.72
20180730,20487.76,32468.07
20180731,20338.40,32233.91
20180801,20520.64,32522.74
20180802,20301.65,32175.67
20180803,20237.90,32074.64
20180806,20187.48,31994.73
20180807,20384.84,32307.52
20180808,20392.98,32320.41
20180809,20313.40,32194.29
20180810,20108.52,31869.58
20180813,19712.84,31242.47
20180814,19987.48,31677.74
20180815,19900.86,31540.46
20180816,19862.00,31478.87
20180817,19950.19,31618.65
20180820,19871.34,31493.68
20180821,19698.33,31219.47
20180822,19790.84,31366.10
20180823,19746.58,31295.94
20180824,19838.25,31441.24
20180827,19939.01,31600.92
20180828,20014.68,31720.86
20180829,20097.63,31856.20
20180830,19974.92,31661.69
20180831,19869.97,31495.34
20180903,19745.02,31297.29
20180904,19679.70,31193.75
20180905,19481.48,30879.55
20180906,19339.58,30654.64
20180907,19280.68,30561.28
20180910,19377.14,30714.18
20180911,19508.07,30921.70
20180912,19461.02,30847.12
20180913,19695.05,31218.07
20180914,19873.02,31500.18
20180918,20249.10,32096.29
20180919,20470.86,32447.80
20180920,20490.22,32478.49
20180921,20722.55,32846.74
20180925,20910.80,33145.12
20180926,20661.18,33190.20
20180927,20536.91,32990.56
20180928,20727.40,33296.56
20181001,20735.77,33310.01
20181002,20850.33,33494.04
20181003,20563.00,33032.48
20181004,20598.13,33088.90
20181005,20576.33,33053.89
20181009,20279.56,32577.15
20181010,20340.02,32674.28
20181011,19778.26,31771.86
20181012,19693.52,31635.74
20181015,19429.12,31211.01
20181016,19679.16,31612.68
20181017,19906.68,31978.16
20181018,19921.97,32002.71
20181019,19806.93,31817.91
20181022,19820.06,31839.01
20181023,19352.00,31087.12
20181024,19372.57,31120.16
20181025,18929.10,30407.77
20181026,18971.52,30475.91
20181029,18894.70,30354.62
20181030,19028.33,30569.30
20181031,19349.67,31088.51
20181101,18740.27,30109.40
20181102,19005.27,30535.17
20181105,18799.26,30204.18
20181106,19085.41,30663.93
20181107,18930.05,30414.32
20181108,19239.28,30911.16
20181109,19158.08,30780.69
20181112,19206.69,30858.78
20181113,18836.93,30264.71
20181114,18904.21,30372.80
20181115,18832.37,30257.37
20181116,18782.39,30177.08
20181119,18811.65,30224.08
20181120,18768.86,30155.34
20181121,18665.04,29988.54
20181122,18820.86,30238.89
20181126,18808.09,30218.37
20181127,18961.38,30464.65
20181128,19020.03,30558.89
20181129,18977.55,30490.64
20181130,19050.22,30613.77
20181203,19264.92,30958.80
20181204,18880.95,30341.76
20181205,18793.29,30200.88
20181206,18523.33,29767.05
20181207,18630.32,29938.99
20181210,18361.62,29507.19
20181211,18254.99,29335.83
20181212,18499.58,29728.88
20181213,18605.83,29899.64
20181214,18409.27,29583.77
20181217,18453.21,29654.38
20181218,18205.69,29256.60
20181219,18085.75,29063.86
20181220,17698.32,28441.26
20181221,17359.65,27897.02
20181225,16598.07,26673.15
20181226,16737.25,27000.03
20181227,17425.92,28110.98
20181228,17379.26,28035.71
20190104,17245.40,27819.76
20190107,17622.63,28428.31
20190108,17734.43,28608.66
20190109,17889.53,28858.86
20190110,17859.59,28810.56
20190111,17940.30,28940.76
20190115,18061.39,29136.10
20190116,18054.74,29125.37
20190117,18079.31,29165.01
20190118,18227.39,29403.88
20190121,18321.67,29555.98
20190122,18245.01,29432.32
20190123,18168.78,29309.33
20190124,18248.98,29438.71
20190125,18393.94,29672.56
20190128,18254.58,29447.74
20190129,18256.01,29457.97
20190130,18204.04,29374.09
20190131,18314.17,29550.89
20190201,18232.15,29418.54
20190204,18347.01,29603.87
20190205,18296.08,29521.70
20190206,18235.28,29423.60
20190207,18082.68,29177.36
20190208,17753.31,28645.91
20190212,18072.99,29161.73
20190213,18265.39,29472.18
20190214,18306.28,29538.16
20190215,18188.71,29348.45
20190218,18430.35,29738.36
20190219,18483.23,29823.67
20190220,18536.39,29909.45
20190221,18540.67,29916.36
20190222,18501.26,29852.78
20190225,18588.32,29993.25
20190226,18546.75,29929.57
20190227,18584.66,29990.74
20190228,18410.78,29711.38
20190301,18440.51,29759.36
20190304,18570.25,29968.73
20190305,18421.64,29728.90
20190306,18342.79,29601.67
20190307,18156.99,29301.83
20190308,17852.88,28811.04
20190311,17965.84,28993.34
20190312,18188.22,29352.21
20190313,18018.68,29078.61
20190314,17994.19,29039.09
20190315,18170.57,29323.74
20190318,18303.15,29537.69
20190319,18332.17,29584.52
20190320,18341.86,29600.16
20190322,18373.94,29651.93
20190325,17981.56,29018.71
20190326,18392.94,29682.59
20190327,18125.68,29744.79
20190328,17822.31,29246.95
20190329,17858.75,29306.74
20190401,18160.60,29802.09
20190402,18195.68,29859.66
20190403,18314.52,30054.67
20190404,18347.69,30109.11
20190405,18438.11,30257.49
20190408,18290.39,30015.08
20190409,18276.04,29991.53
20190410,18121.18,29737.39
20190411,18126.68,29746.42
20190412,18069.70,29652.92
20190415,18234.05,29922.62
20190416,18309.55,30046.53
20190417,18389.41,30177.57
20190418,18284.56,30005.51
20190419,18244.70,29940.10
20190422,18253.36,29954.32
20190423,18274.83,29989.54
20190424,18076.30,29663.75
20190425,18102.19,29706.23
20190426,18047.70,29623.45
20190507,17871.41,29334.08
20190508,17521.41,28759.60
20190509,17275.67,28356.23
20190510,17307.37,28408.26
20190513,17273.86,28353.26
20190514,17258.16,28327.49
20190515,17201.07,28233.79
20190516,17113.16,28089.49
20190517,17220.50,28265.67
20190520,17285.84,28372.94
20190521,17268.68,28344.76
20190522,17223.89,28271.24
20190523,17143.39,28139.12
20190524,17097.10,28063.12
20190527,17176.38,28193.27
20190528,17254.81,28321.99
20190529,17124.16,28107.54
20190530,17182.84,28203.87
20190531,16866.38,27688.99
20190603,16746.66,27492.44
20190604,16849.42,27661.14
20190605,17123.81,28111.59
20190606,17071.57,28025.84
20190607,17173.81,28193.68
20190610,17307.22,28412.69
20190611,17447.84,28643.55
20190612,17383.22,28537.46
20190613,17249.87,28318.54
20190614,17269.49,28350.75
20190617,17226.59,28280.32
20190618,17141.49,28140.62
20190619,17420.73,28599.04
20190620,17431.53,28616.77
20190621,17359.06,28497.79
20190624,17373.98,28522.29
20190625,17323.32,28439.12
20190626,17219.15,28381.51
20190627,17416.95,28707.53
20190628,17371.13,28632.01
20190701,17738.32,29237.23
20190702,17762.43,29276.96
20190703,17619.94,29042.11
20190704,17726.39,29217.56
20190705,17814.14,29362.20
20190708,17716.51,29201.28
20190709,17708.30,29187.74
20190710,17696.96,29169.05
20190711,17776.24,29299.72
20190712,17765.08,29281.34
20190716,17727.34,29219.13
20190717,17674.91,29132.71
20190718,17340.79,28581.99
20190719,17660.08,29108.27
20190722,17618.89,29040.38
20190723,17742.64,29244.35
20190724,17820.50,29372.69
20190725,17756.00,29266.36
20190726,17622.08,29045.63
20190729,17515.59,28870.12
20190730,17580.27,28985.59
20190731,17397.43,28684.13
20190801,17490.16,28837.03
20190802,17133.51,28248.99
20190805,16843.97,27771.61
20190806,16829.85,27748.33
20190807,16750.79,27617.97
20190808,16704.27,27541.28
20190809,16787.74,27678.91
20190813,16535.27,27262.64
20190814,16700.63,27535.28
20190815,16538.50,27267.96
20190816,16567.49,27315.76
20190819,16676.40,27495.33
20190820,16768.80,27647.67
20190821,16704.00,27540.83
20190822,16757.80,27629.53
20190823,16764.13,27639.97
20190826,16509.68,27220.45
20190827,16643.39,27440.91
20190828,16690.72,27518.94
20190829,16689.89,27519.61
20190830,16916.80,27895.48
20190902,16929.53,27916.47
20190903,16984.39,28006.93
20190904,16940.64,27934.79
20190905,17173.07,28318.07
20190906,17252.82,28449.56
20190909,17390.52,28676.63
20190910,17641.61,29090.67
20190911,18009.92,29698.00
20190912,18114.22,29870.00
20190913,18207.63,30024.03
20190917,18280.58,30144.33
20190918,18155.17,29937.53
20190919,18147.28,29924.52
20190920,18157.88,29942.00
20190924,18222.69,30048.87
20190925,18178.91,29976.66
20190926,18285.76,30152.87
20190927,17974.91,30104.55
20190930,17749.40,29726.87
20191001,17970.47,30097.12
20191002,17913.09,30001.02
20191003,17601.49,29479.14
20191004,17602.34,29480.57
20191007,17550.63,29393.96
20191008,17707.61,29656.88
20191009,17627.93,29523.43
20191010,17668.75,29591.80
20191011,17903.39,29984.77
20191015,18180.79,30449.36
20191016,18299.45,30648.10
20191017,18196.24,30475.25
20191018,18159.63,30413.93
20191021,18264.35,30589.31
20191023,18321.61,30685.22
20191024,18452.86,30905.02
20191025,18419.41,30849.01
20191028,18433.59,30872.76
20191029,18630.15,31201.95
20191030,18659.17,31252.54
20191031,18704.85,31328.31
20191101,18690.31,31303.96
20191105,19025.42,31865.23
20191106,19014.18,31846.41
20191107,19075.44,31949.02
20191108,19188.72,32138.75
20191111,19205.85,32167.43
20191112,19262.21,32261.82
20191113,19150.97,32075.52
20191114,18947.22,31734.26
20191115,19095.96,31983.37
20191118,19121.16,32025.58
20191119,19074.97,31948.22
20191120,18984.40,31796.53
20191121,18968.76,31770.34
20191122,18985.00,31797.54
20191125,19081.26,31958.77
20191126,19145.91,32067.04
20191127,19185.02,32132.55
20191128,19144.56,32064.78
20191129,19052.85,31903.37
20191202,19227.92,32196.51
20191203,19128.04,32029.27
20191204,19097.22,31977.67
20191205,19199.07,32148.21
20191206,19190.12,32133.22
20191209,19281.61,32286.41
20191210,19264.33,32257.48
20191211,19251.59,32236.15
20191212,19254.62,32241.22
20191213,19545.70,32728.64
20191216,19505.61,32661.50
20191217,19553.97,32742.47
20191218,19491.29,32637.53
20191219,19464.28,32592.30
20191220,19384.37,32458.50
20191223,19302.25,32320.98
20191224,19227.00,32194.98
20191225,19162.49,32086.95
20191226,19245.73,32226.34
20191227,19194.91,32256.02
20191230,19077.00,32057.89
20200106,18845.93,31669.58
20200107,19100.68,32097.68
20200108,18847.64,31672.45
20200109,19146.36,32174.44
20200110,19158.34,32194.57
20200114,19238.39,32329.08
20200115,19155.06,32189.05
20200116,19140.85,32165.18
20200117,19288.41,32413.14
20200120,19414.81,32625.56
20200121,19294.06,32422.64
20200122,19329.83,32482.76
20200123,19191.48,32250.26
20200124,19153.46,32186.37
20200127,18909.39,31776.23
20200128,18806.78,31603.79
20200129,18905.80,31770.19
20200130,18672.05,31386.74
20200131,18742.61,31507.24
20200203,18611.28,31286.47
20200204,18640.10,31334.92
20200205,18857.78,31700.85
20200206,19268.58,32391.42
20200207,19190.78,32260.63
20200210,19021.21,31975.58
20200212,18936.96,31833.96
20200213,18883.38,31743.89
20200214,18746.05,31513.02
20200217,18664.08,31375.23
20200218,18522.49,31137.21
20200219,18516.34,31126.87
20200220,18592.00,31254.06
20200221,18667.72,31381.35
20200225,18148.39,30508.33
20200226,18088.74,30408.06
20200227,17737.71,29817.96
20200228,17144.13,28820.18
20200302,17126.01,28789.72
20200303,16905.86,28419.64
20200304,16985.38,28553.32
20200305,17129.08,28794.89
20200306,16624.98,27947.46
20200309,15874.48,26685.84
20200310,15902.65,26733.19
20200311,15703.62,26398.61
20200312,15173.25,25507.03
20200313,14458.27,24305.11
20200316,14202.10,23874.48
20200317,14337.72,24102.47
20200318,14236.92,23933.01
20200319,14531.46,24428.15
20200323,14546.91,24454.12
20200324,14915.27,25073.35
20200325,15916.55,26756.55
20200326,15623.30,26263.59
20200327,16238.77,27298.23
20200330,15873.73,27208.32
20200331,15401.32,26398.59
20200401,14829.07,25417.73
20200402,14511.88,24874.04
20200403,14498.45,24851.03
20200406,15119.16,25914.95
20200407,15352.10,26314.22
20200408,15479.21,26532.10
20200409,15389.36,26378.09
20200410,15498.67,26565.45
20200413,15267.19,26168.69
20200414,15430.00,26447.75
20200415,15429.70,26447.23
20200416,15278.19,26187.54
20200417,15414.33,26420.89
20200420,15264.33,26163.79
20200421,15144.17,25957.83
20200422,15052.60,25800.87
20200423,15323.33,26264.92
20200424,15301.18,26226.95
20200427,15571.76,26690.74
20200428,15569.39,26686.68
20200430,15688.31,26890.50
20200501,15286.68,26202.09
20200507,15053.80,25802.93
20200508,15435.15,26456.57
20200511,15768.33,27027.66
20200512,15658.90,26840.10
20200513,15507.51,26580.61
20200514,15216.38,26081.60
20200515,15263.99,26163.20
20200518,15376.28,26355.67
20200519,15676.07,26869.52
20200520,15702.10,26914.14
20200521,15613.03,26761.47
20200522,15397.19,26391.52
20200525,15617.26,26768.72
20200526,15933.53,27310.83
20200527,16194.16,27757.55
20200528,16468.01,28226.94
20200529,16202.85,27737.67
20200601,16192.10,27719.27
20200602,16349.25,27988.29
20200603,16562.90,28354.05
20200604,16562.08,28352.63
20200605,16730.44,28640.85
20200608,17018.68,29134.29
20200609,16981.32,29070.33
20200610,16845.33,28837.53
20200611,16384.49,28048.62
20200612,16225.03,27775.65
20200615,15849.82,27133.32
20200616,16486.70,28223.59
20200617,16309.53,27920.30
20200618,16204.45,27740.41
20200619,16148.57,27644.74
20200622,16105.44,27570.91
20200623,16201.81,27735.88
20200624,16105.88,27571.66
20200625,15836.35,27110.25
20200626,16005.87,27400.45
20200629,15644.77,26889.34
20200630,15797.73,27150.75
20200701,15543.66,26714.09
20200702,15684.62,26956.35
20200703,15666.59,26925.37
20200706,15938.64,27392.93
20200707,15770.83,27104.52
20200708,15680.84,26949.85
20200709,15659.62,26913.39
20200710,15452.27,26557.02
20200713,15819.96,27188.96
20200714,15842.66,27227.96
20200715,16075.78,27628.61
20200716,16134.98,27730.36
20200717,16053.04,27589.54
20200720,16070.02,27618.72
20200721,15921.48,27363.43
20200722,15875.80,27284.92
20200727,15933.39,27383.91
20200728,15779.36,27119.17
20200729,15477.42,26600.24
20200730,15383.39,26446.01
20200731,14863.73,25535.85
20200803,15166.74,26056.42
20200804,15559.08,26730.45
20200805,15524.10,26670.36
20200806,15562.48,26736.30
20200807,15562.29,26735.97
20200811,16058.57,27588.58
20200812,16347.34,28084.68
20200813,16393.09,28163.28
20200814,16354.68,28097.29
20200817,16269.01,27950.11
20200818,16225.28,27874.97
20200819,16286.52,27980.19
20200820,16190.40,27815.06
20200821,16245.31,27909.39
20200824,16215.99,27859.03
20200825,16456.33,28271.93
20200826,16415.97,28202.58
20200827,16228.53,27880.57
20200828,16227.90,27879.48
20200831,16274.34,27952.00
20200901,16198.33,27821.44
20200902,16164.81,27763.88
20200903,16275.78,27954.47
20200904,16211.54,27844.13
20200907,16170.98,27774.48
20200908,16264.85,27935.70
20200909,16082.54,27622.57
20200910,16260.39,27928.04
20200911,16291.40,27981.31
20200914,16310.69,28014.44
20200915,16171.96,27776.16
20200916,16124.57,27694.77
20200917,16034.13,27539.43
20200918,15937.93,27374.20
20200923,15887.90,27288.26
20200924,15752.31,27055.39
20200925,15767.84,27082.06
20200928,16026.96,27527.11
20200929,15916.00,27790.82
20200930,15746.09,27494.15
20201001,15746.09,27494.15
20201002,15701.68,27416.59
20201005,15955.94,27860.56
20201006,16113.19,28135.14
20201007,16156.00,28209.89
20201008,16142.20,28185.79
20201009,16028.80,27987.78
20201012,15964.68,27875.82
20201013,16003.22,27943.12
20201014,15879.32,27726.78
20201015,15872.23,27714.40
20201016,15759.58,27517.69
20201019,15901.08,27764.76
20201020,15744.55,27491.45
20201021,15963.18,27873.20
20201022,15823.54,27629.38
20201023,15965.56,27877.37
20201026,16009.40,27953.91
20201027,15951.27,27852.41
20201028,15692.57,27400.69
20201029,15680.37,27379.39
20201030,15382.99,26859.38
20201102,15752.70,27504.91
20201104,15843.82,27664.01
20201105,15817.34,27617.79
20201106,15925.65,27806.90
20201109,16090.51,28094.76
20201110,16577.34,28944.78
20201111,16879.26,29471.94
20201112,16751.78,29249.35
20201113,16565.58,28924.24
20201116,16851.52,29423.51
20201117,16986.10,29658.49
20201118,16876.99,29467.98
20201119,16931.49,29563.13
20201120,16897.73,29504.20
20201124,17113.05,29880.15
20201125,17220.42,30067.62
20201126,17134.64,29917.84
20201127,17152.46,29948.96
20201130,16682.51,29143.71
20201201,16836.97,29413.55
20201202,17036.23,29761.64
20201203,17158.96,29976.05
20201204,17266.06,30163.14
20201207,17226.41,30093.88
20201208,17181.24,30014.98
20201209,17387.04,30374.50
20201210,17385.94,30372.57
20201211,17443.48,30473.09
20201214,17592.76,30733.87
20201215,17494.90,30562.92
20201216,17596.84,30741.01
20201217,17534.22,30631.62
20201218,17639.56,30815.65
20201221,17508.37,30586.45
20201222,17297.96,30218.88
20201223,17178.77,30010.66
20201224,17243.00,30122.87
20201225,17377.93,30358.59
20201228,17407.55,30410.34
20201229,17628.59,30895.51
20201230,17491.28,30654.87
20210104,17366.29,30435.82
20210105,17276.46,30278.39
20210106,17508.41,30684.90
20210107,17829.41,31247.47
20210108,18031.13,31601.00
20210112,18051.94,31637.48
20210113,18143.72,31798.32
20210114,18199.04,31895.29
20210115,18125.92,31767.14
20210118,17926.90,31418.33
20210119,18030.35,31599.64
20210120,18092.09,31707.84
20210121,18203.30,31902.74
20210122,18125.25,31765.96
20210125,18201.74,31900.02
20210126,18137.20,31786.91
20210127,18295.54,32064.41
20210128,18130.35,31781.53
20210129,17787.46,31180.46
20210201,17947.76,31461.47
20210202,18084.47,31701.11
20210203,18425.81,32299.46
20210204,18469.79,32376.56
20210205,18723.10,32820.59
20210208,19028.32,33355.63
20210209,18995.42,33297.95
