"野村日本株高配当70・配当総額加重型 日次指数値"
※  2000年12月29日 = 10000
,円ベース
年月日,配当除く,配当含む
20001229,10000.00,10000.00
20010104,9892.14,9892.14
20010105,9888.11,9888.11
20010109,9758.88,9758.88
20010110,9734.33,9734.33
20010111,9676.98,9676.98
20010112,9632.26,9632.26
20010115,9504.72,9504.72
20010116,9426.71,9426.71
20010117,9386.76,9386.76
20010118,9377.64,9377.64
20010119,9276.64,9276.64
20010122,9369.72,9369.72
20010123,9426.21,9426.21
20010124,9442.09,9442.09
20010125,9386.73,9386.73
20010126,9456.06,9459.87
20010129,9492.18,9496.01
20010130,9453.11,9456.93
20010131,9526.40,9530.25
20010201,9502.54,9506.37
20010202,9486.49,9490.32
20010205,9416.11,9419.91
20010206,9406.87,9410.67
20010207,9481.20,9485.03
20010208,9431.86,9435.67
20010209,9505.82,9509.66
20010213,9474.47,9478.30
20010214,9552.77,9556.63
20010215,9549.86,9554.74
20010216,9493.55,9498.40
20010219,9477.99,9482.83
20010220,9566.23,9571.11
20010221,9546.57,9551.44
20010222,9591.25,9596.14
20010223,9665.40,9670.72
20010226,9791.56,9796.95
20010227,9833.08,9838.50
20010228,9832.03,9837.45
20010301,9806.08,9811.48
20010302,9676.85,9682.18
20010305,9774.32,9779.71
20010306,9832.98,9838.39
20010307,9818.96,9824.36
20010308,9784.08,9789.46
20010309,9828.72,9834.13
20010312,9701.31,9706.65
20010313,9578.78,9584.05
20010314,9534.97,9540.22
20010315,9757.65,9763.02
20010316,9677.04,9682.37
20010319,9760.58,9765.96
20010321,10324.51,10330.19
20010322,10008.01,10013.52
20010323,10043.41,10048.94
20010326,10389.98,10395.70
20010327,10252.38,10358.98
20010328,10309.76,10416.95
20010329,10000.56,10104.54
20010330,9988.05,10091.90
20010402,9838.24,9940.53
20010403,10106.58,10211.65
20010404,10199.57,10305.62
20010405,10311.80,10419.01
20010406,10268.23,10374.98
20010409,10156.76,10262.36
20010410,10163.29,10268.95
20010411,10291.92,10398.92
20010412,10320.14,10427.43
20010413,10269.85,10376.62
20010416,10290.67,10397.66
20010417,10322.29,10429.61
20010418,10457.28,10566.01
20010419,10419.74,10528.08
20010420,10487.03,10596.06
20010423,10575.89,10685.84
20010424,10678.85,10789.88
20010425,10830.01,10942.61
20010426,10997.44,11111.78
20010427,11115.52,11231.09
20010501,11293.79,11411.22
20010502,11266.68,11383.83
20010507,11304.39,11421.93
20010508,11178.62,11294.86
20010509,11098.26,11213.67
20010510,11058.07,11173.06
20010511,11056.78,11171.75
20010514,10962.61,11076.60
20010515,11015.77,11130.31
20010516,10924.09,11037.68
20010517,11015.62,11130.16
20010518,10975.98,11090.11
20010521,11055.20,11170.16
20010522,10958.37,11072.31
20010523,10987.76,11102.01
20010524,10948.68,11062.52
20010525,10935.20,11048.90
20010528,10884.81,10998.73
20010529,10922.46,11036.77
20010530,10865.00,10978.70
20010531,10893.47,11007.48
20010601,10878.54,10992.34
20010604,10978.04,11092.89
20010605,10980.99,11095.87
20010606,10957.50,11072.13
20010607,11032.56,11147.97
20010608,11035.93,11151.38
20010611,11039.35,11154.84
20010612,10903.23,11017.29
20010613,10931.75,11046.12
20010614,10941.26,11055.72
20010615,11026.55,11141.90
20010618,11049.50,11165.10
20010619,11008.97,11124.14
20010620,10988.80,11103.76
20010621,11132.50,11248.96
20010622,11222.85,11340.26
20010625,11259.40,11377.18
20010626,11335.07,11457.00
20010627,11246.54,11367.51
20010628,11212.05,11332.66
20010629,11328.07,11449.92
20010702,11289.57,11411.01
20010703,11336.56,11458.50
20010704,11294.40,11415.89
20010705,11368.74,11491.04
20010706,11306.78,11428.40
20010709,11246.39,11367.37
20010710,11216.29,11336.95
20010711,11078.30,11197.47
20010712,11188.41,11308.77
20010713,11117.76,11237.35
20010716,11094.35,11213.69
20010717,11001.46,11119.80
20010718,10775.83,10891.74
20010719,10735.17,10850.64
20010723,10560.98,10674.58
20010724,10658.65,10773.30
20010725,10704.18,10819.32
20010726,10711.72,10828.86
20010727,10834.32,10952.81
20010730,10853.51,10972.21
20010731,10942.41,11062.07
20010801,10972.57,11092.57
20010802,11080.54,11201.72
20010803,10917.00,11036.39
20010806,10998.59,11118.88
20010807,11159.69,11281.73
20010808,11166.25,11288.37
20010809,11006.46,11126.82
20010810,11009.47,11129.87
20010813,10948.07,11067.80
20010814,11124.35,11246.01
20010815,11126.76,11248.45
20010816,11170.55,11292.72
20010817,11194.03,11316.45
20010820,11138.55,11260.37
20010821,11115.62,11237.19
20010822,11250.02,11373.05
20010823,11188.87,11311.23
20010824,11105.03,11226.48
20010827,11049.18,11170.02
20010828,11019.95,11140.86
20010829,10813.85,10932.49
20010830,10663.62,10780.61
20010831,10645.16,10761.96
20010903,10458.46,10573.20
20010904,10561.42,10677.29
20010905,10523.44,10638.89
20010906,10580.02,10696.10
20010907,10536.57,10652.18
20010910,10328.45,10441.77
20010911,10308.65,10421.75
20010912,9819.73,9927.47
20010913,10051.65,10161.93
20010914,10212.41,10324.45
20010917,9936.71,10045.74
20010918,10104.46,10215.32
20010919,10300.95,10413.97
20010920,10179.57,10291.26
20010921,10080.99,10191.59
20010925,10078.14,10264.32
20010926,9942.29,10125.96
20010927,9975.77,10160.06
20010928,10245.39,10434.66
20011001,10464.15,10657.45
20011002,10611.44,10807.47
20011003,10498.03,10691.96
20011004,10579.76,10775.20
20011005,10479.70,10673.30
20011009,10386.65,10578.53
20011010,10365.28,10556.76
20011011,10530.58,10725.12
20011012,10555.54,10750.54
20011015,10479.65,10673.25
20011016,10603.10,10798.97
20011017,10528.95,10723.46
20011018,10361.39,10552.80
20011019,10374.09,10565.73
20011022,10438.27,10631.10
20011023,10596.50,10792.25
20011024,10591.91,10787.58
20011025,10716.02,10913.98
20011026,10669.71,10866.82
20011029,10506.20,10700.28
20011030,10518.74,10713.06
20011031,10549.58,10744.46
20011101,10456.94,10650.11
20011102,10343.68,10534.76
20011105,10356.30,10547.62
20011106,10338.15,10529.13
20011107,10181.64,10369.73
20011108,10273.01,10462.78
20011109,10134.33,10321.55
20011112,10101.66,10288.27
20011113,10060.43,10246.28
20011114,9954.08,10137.96
20011115,10026.37,10211.59
20011116,9808.16,9989.35
20011119,9787.98,9968.80
20011120,9813.38,9994.66
20011121,9949.08,10132.87
20011122,9920.08,10103.34
20011126,10051.39,10237.07
20011127,9926.47,10110.59
20011128,9805.48,9987.35
20011129,9814.14,9996.17
20011130,9862.18,10045.10
20011203,9687.51,9867.18
20011204,9724.93,9905.30
20011205,9706.19,9886.20
20011206,9653.31,9832.35
20011207,9600.86,9778.92
20011210,9494.54,9670.63
20011211,9455.34,9630.71
20011212,9634.38,9813.06
20011213,9482.37,9658.23
20011214,9560.52,9737.84
20011217,9412.55,9587.13
20011218,9442.15,9617.27
20011219,9433.76,9608.73
20011220,9587.57,9765.39
20011221,9615.72,9794.06
20011225,9601.22,9782.83
20011226,9521.49,9701.58
20011227,9728.82,9912.84
20011228,9814.55,10000.20
20020104,9802.26,9987.66
20020107,9793.99,9979.24
20020108,9599.27,9780.84
20020109,9486.57,9666.00
20020110,9342.92,9519.64
20020111,9262.87,9438.08
20020115,9207.58,9381.74
20020116,9295.02,9470.84
20020117,9305.34,9481.35
20020118,9527.82,9708.04
20020121,9556.91,9737.68
20020122,9377.50,9554.88
20020123,9298.36,9474.23
20020124,9329.47,9505.94
20020125,9328.09,9504.53
20020128,9375.20,9556.39
20020129,9328.20,9508.48
20020130,9278.52,9457.84
20020131,9349.10,9529.79
20020201,9284.96,9464.40
20020204,9219.05,9397.22
20020205,9081.90,9257.42
20020206,9072.87,9248.22
20020207,9123.09,9299.41
20020208,9247.57,9426.29
20020212,9342.98,9523.55
20020213,9435.69,9618.05
20020214,9437.75,9620.15
20020215,9418.11,9600.47
20020218,9423.15,9605.61
20020219,9228.61,9407.30
20020220,9285.93,9465.73
20020221,9496.66,9680.54
20020222,9471.10,9654.48
20020225,9432.41,9617.05
20020226,9436.93,9621.66
20020227,9667.72,9856.97
20020228,9634.32,9822.91
20020301,9798.89,9990.71
20020304,10093.89,10291.48
20020305,9995.15,10190.81
20020306,9974.91,10170.18
20020307,9992.13,10187.73
20020308,10036.52,10232.99
20020311,10163.14,10362.10
20020312,10029.94,10226.29
20020313,9918.82,10112.99
20020314,9928.50,10122.86
20020315,10037.06,10233.54
20020318,10013.22,10209.24
20020319,10147.28,10345.92
20020320,10071.30,10268.46
20020322,9920.80,10115.01
20020325,9969.57,10164.73
20020326,9865.32,10150.87
20020327,9921.97,10209.16
20020328,9930.08,10217.51
20020329,9743.84,10025.88
20020401,9687.91,9968.33
20020402,9753.77,10036.09
20020403,9881.75,10167.78
20020404,9939.07,10226.75
20020405,10003.87,10293.43
20020408,9970.23,10258.81
20020409,9865.93,10151.50
20020410,9967.83,10256.35
20020411,9827.97,10112.44
20020412,9770.79,10053.60
20020415,9816.10,10100.23
20020416,9846.87,10131.88
20020417,9903.61,10190.27
20020418,9969.09,10257.65
20020419,10019.13,10309.13
20020422,10032.22,10322.60
20020423,10018.28,10308.26
20020424,9962.76,10251.14
20020425,9910.87,10197.74
20020426,9792.70,10076.15
20020430,9801.29,10084.99
20020501,9775.67,10058.63
20020502,9844.14,10129.08
20020507,9900.16,10186.72
20020508,10024.46,10314.61
20020509,10011.76,10301.55
20020510,9966.87,10255.36
20020513,9882.27,10168.31
20020514,9814.42,10098.50
20020515,9891.43,10177.73
20020516,10054.01,10345.03
20020517,10000.90,10290.37
20020520,10050.49,10341.40
20020521,10085.72,10377.65
20020522,10285.76,10583.48
20020523,10438.81,10740.96
20020524,10433.33,10735.32
20020527,10406.08,10707.29
20020528,10373.20,10674.38
20020529,10295.52,10594.44
20020530,10262.91,10560.89
20020531,10286.30,10584.96
20020603,10275.51,10573.62
20020604,10185.89,10481.40
20020605,10189.20,10484.81
20020606,10104.74,10397.89
20020607,10086.89,10379.53
20020610,10049.94,10341.51
20020611,10122.97,10416.65
20020612,10047.06,10338.55
20020613,9916.71,10204.41
20020614,9788.85,10072.84
20020617,9578.16,9856.04
20020618,9646.75,9926.62
20020619,9438.15,9711.96
20020620,9552.70,9829.84
20020621,9481.95,9757.03
20020624,9586.78,9864.91
20020625,9593.73,9874.82
20020626,9414.71,9690.56
20020627,9478.52,9756.23
20020628,9700.82,9985.05
20020701,9739.59,10024.95
20020702,9776.22,10062.65
20020703,9970.10,10262.21
20020704,9898.27,10188.28
20020705,9936.01,10227.12
20020708,9846.78,10135.29
20020709,9962.43,10254.32
20020710,9890.24,10180.02
20020711,9739.77,10025.14
20020712,9754.20,10039.99
20020715,9595.50,9876.64
20020716,9481.31,9759.10
20020717,9557.43,9837.46
20020718,9691.52,9975.47
20020719,9524.11,9803.16
20020722,9572.10,9852.55
20020723,9524.29,9803.34
20020724,9429.10,9705.36
20020725,9383.86,9658.80
20020726,9241.98,9514.84
20020729,9248.09,9521.13
20020730,9295.93,9570.39
20020731,9266.30,9539.88
20020801,9255.75,9529.06
20020802,9266.90,9540.53
20020805,9285.24,9559.41
20020806,9171.91,9442.74
20020807,9299.48,9574.07
20020808,9316.07,9591.16
20020809,9435.45,9714.06
20020812,9295.48,9569.95
20020813,9303.84,9578.57
20020814,9327.98,9603.42
20020815,9425.21,9703.87
20020816,9398.80,9676.68
20020819,9289.47,9564.11
20020820,9185.45,9457.01
20020821,9161.85,9432.72
20020822,9269.33,9543.38
20020823,9233.65,9506.65
20020826,9411.49,9689.73
20020827,9307.71,9583.89
20020828,9241.13,9515.33
20020829,9136.23,9407.32
20020830,9155.59,9427.26
20020902,9096.06,9365.95
20020903,8914.35,9178.86
20020904,8825.34,9087.20
20020905,8927.32,9192.21
20020906,8855.93,9118.71
20020909,8905.94,9170.19
20020910,8940.89,9206.18
20020911,8941.50,9206.82
20020912,8931.56,9196.58
20020913,8914.91,9179.43
20020917,9086.28,9355.89
20020918,9052.76,9321.38
20020919,9138.81,9409.98
20020920,9040.13,9308.36
20020924,8994.84,9261.74
20020925,8769.59,9106.50
20020926,8864.41,9204.97
20020927,9007.47,9353.53
20020930,8941.87,9285.40
20021001,8846.00,9185.85
20021002,8779.61,9116.91
20021003,8734.44,9070.00
20021004,8756.21,9092.61
20021007,8534.14,8862.01
20021008,8533.13,8860.96
20021009,8422.85,8746.45
20021010,8384.58,8706.70
20021011,8479.96,8805.75
20021015,8642.48,8974.52
20021016,8657.25,8989.85
20021017,8720.87,9055.92
20021018,8731.77,9067.23
20021021,8722.06,9057.15
20021022,8517.93,8845.17
20021023,8518.33,8845.60
20021024,8494.82,8821.18
20021025,8573.40,8902.78
20021028,8550.19,8878.68
20021029,8501.70,8828.33
20021030,8613.87,8944.80
20021031,8560.32,8889.20
20021101,8592.14,8922.23
20021105,8703.28,9037.65
20021106,8688.13,9021.91
20021107,8664.14,8997.00
20021108,8560.22,8889.09
20021111,8431.91,8755.85
20021112,8493.20,8819.49
20021113,8412.28,8735.46
20021114,8348.84,8669.59
20021115,8428.59,8752.40
20021118,8364.27,8685.61
20021119,8279.47,8597.56
20021120,8364.32,8685.66
20021121,8406.39,8729.35
20021122,8481.78,8807.63
20021125,8616.07,8947.08
20021126,8517.89,8846.07
20021127,8611.09,8942.87
20021128,8719.15,9055.09
20021129,8736.31,9072.91
20021202,8658.24,8991.83
20021203,8622.10,8954.29
20021204,8555.49,8885.12
20021205,8486.89,8813.88
20021206,8454.28,8780.01
20021209,8443.81,8769.13
20021210,8527.12,8855.66
20021211,8485.78,8812.73
20021212,8499.27,8826.74
20021213,8393.06,8716.44
20021216,8357.12,8679.11
20021217,8359.31,8681.38
20021218,8269.76,8588.38
20021219,8336.21,8657.39
20021220,8396.85,8720.37
20021224,8445.33,8770.72
20021225,8461.35,8792.23
20021226,8643.74,8981.75
20021227,8743.83,9085.75
20021230,8725.86,9067.08
20030106,8853.83,9200.05
20030107,8745.44,9087.42
20030108,8654.81,8993.25
20030109,8690.11,9029.93
20030110,8646.83,8984.96
20030114,8702.91,9043.24
20030115,8769.29,9112.21
20030116,8768.54,9111.43
20030117,8785.81,9129.37
20030120,8757.03,9099.46
20030121,8805.19,9149.51
20030122,8719.31,9060.27
20030123,8834.64,9180.12
20030124,8832.04,9177.41
20030127,8811.13,9155.68
20030128,8748.97,9095.19
20030129,8604.39,8944.89
20030130,8635.27,8976.99
20030131,8609.06,8949.74
20030203,8743.05,9089.04
20030204,8811.47,9160.17
20030205,8801.21,9149.50
20030206,8763.33,9110.13
20030207,8765.99,9112.89
20030210,8792.48,9140.42
20030212,8885.45,9237.07
20030213,8857.11,9207.61
20030214,8943.81,9297.74
20030217,8974.21,9329.72
20030218,8986.85,9342.86
20030219,8967.23,9322.47
20030220,8897.48,9249.95
20030221,8816.93,9166.21
20030224,8825.13,9174.74
20030225,8666.69,9011.22
20030226,8670.82,9015.52
20030227,8677.58,9022.55
20030228,8701.42,9047.34
20030303,8741.20,9088.70
20030304,8770.43,9119.09
20030305,8739.96,9087.42
20030306,8715.09,9061.55
20030307,8535.04,8874.35
20030310,8466.35,8802.93
20030311,8387.35,8720.78
20030312,8434.84,8770.16
20030313,8414.51,8749.03
20030314,8421.16,8755.94
20030317,8364.78,8697.32
20030318,8406.98,8741.20
20030319,8471.35,8808.13
20030320,8610.49,8952.79
20030324,8818.05,9168.60
20030325,8735.93,9083.22
20030326,8747.81,9188.34
20030327,8781.84,9224.08
20030328,8761.71,9202.94
20030331,8506.92,8935.32
20030401,8558.81,8989.81
20030402,8672.43,9109.16
20030403,8624.39,9058.70
20030404,8652.54,9088.27
20030407,8762.65,9203.92
20030408,8714.29,9153.12
20030409,8758.30,9199.35
20030410,8735.43,9175.33
20030411,8713.20,9151.98
20030414,8724.67,9164.03
20030415,8773.85,9215.68
20030416,8745.59,9186.00
20030417,8714.57,9153.42
20030418,8710.17,9148.80
20030421,8813.11,9256.92
20030422,8730.56,9170.22
20030423,8772.44,9214.21
20030424,8795.91,9238.86
20030425,8771.31,9213.01
20030428,8727.07,9166.55
20030430,8922.78,9372.11
20030501,8914.15,9363.05
20030502,8972.55,9424.39
20030506,9055.20,9511.21
20030507,9002.16,9455.50
20030508,8995.39,9448.38
20030509,9105.46,9563.99
20030512,9143.54,9603.99
20030513,9140.05,9600.33
20030514,9157.62,9618.78
20030515,9086.32,9543.89
20030516,9078.45,9535.63
20030519,9006.92,9460.49
20030520,9022.21,9476.55
20030521,9005.36,9458.85
20030522,9066.64,9523.22
20030523,9180.57,9642.89
20030526,9174.79,9636.82
20030527,9041.97,9503.02
20030528,9108.31,9572.74
20030529,9156.55,9623.44
20030530,9109.82,9574.33
20030602,9068.65,9531.02
20030603,9111.60,9576.16
20030604,9091.49,9555.03
20030605,9129.70,9595.19
20030606,9164.00,9631.23
20030609,9140.78,9606.83
20030610,9180.46,9648.53
20030611,9204.81,9674.13
20030612,9198.84,9667.84
20030613,9225.37,9695.73
20030616,9231.34,9702.00
20030617,9279.97,9753.12
20030618,9290.45,9764.13
20030619,9258.32,9730.36
20030620,9297.70,9771.75
20030623,9376.91,9855.00
20030624,9237.33,9708.30
20030625,9243.04,9723.94
20030626,9262.52,9744.43
20030627,9319.08,9803.93
20030630,9271.60,9753.98
20030701,9393.53,9882.26
20030702,9534.67,10030.74
20030703,9553.70,10050.77
20030704,9506.42,10001.03
20030707,9544.44,10041.02
20030708,9522.12,10017.54
20030709,9625.06,10125.84
20030710,9626.32,10127.16
20030711,9481.47,9974.78
20030714,9485.55,9979.07
20030715,9393.21,9881.92
20030716,9346.05,9832.31
20030717,9252.15,9733.52
20030718,9338.98,9824.87
20030722,9329.92,9815.34
20030723,9442.60,9933.88
20030724,9441.47,9932.69
20030725,9428.10,9918.63
20030728,9537.48,10035.71
20030729,9532.08,10030.02
20030730,9467.42,9961.98
20030731,9442.23,9935.48
20030801,9475.67,9970.66
20030804,9424.43,9916.75
20030805,9368.60,9858.00
20030806,9405.49,9896.82
20030807,9402.67,9893.85
20030808,9425.21,9917.57
20030811,9483.99,9979.42
20030812,9526.04,10023.67
20030813,9632.83,10136.03
20030814,9744.90,10253.96
20030815,9730.51,10239.16
20030818,9821.71,10335.13
20030819,9890.27,10407.27
20030820,10013.08,10536.50
20030821,9993.48,10515.87
20030822,9963.01,10483.82
20030825,9939.03,10458.58
20030826,9984.14,10506.51
20030827,9950.81,10471.44
20030828,9855.69,10371.34
20030829,9912.01,10430.61
20030901,10102.14,10630.69
20030902,10098.14,10626.47
20030903,10168.55,10700.57
20030904,10226.95,10762.03
20030905,10180.14,10712.77
20030908,10204.83,10738.75
20030909,10340.11,10881.11
20030910,10353.93,10895.65
20030911,10217.76,10752.35
20030912,10419.65,10964.81
20030916,10491.29,11040.19
20030917,10542.25,11093.82
20030918,10559.52,11112.00
20030919,10601.28,11155.94
20030922,10505.70,11055.36
20030924,10595.24,11149.58
20030925,10348.58,10973.51
20030926,10240.25,10858.64
20030929,10116.50,10727.42
20030930,10175.90,10790.40
20031001,10283.74,10904.76
20031002,10524.72,11160.29
20031003,10653.60,11296.95
20031006,10615.93,11257.00
20031007,10627.01,11268.76
20031008,10565.34,11203.36
20031009,10595.03,11234.84
20031010,10670.12,11314.47
20031014,10737.14,11385.53
20031015,10733.05,11381.20
20031016,10817.05,11470.27
20031017,10778.73,11429.64
20031020,10841.72,11496.43
20031021,10789.83,11441.41
20031022,10635.55,11277.81
20031023,10226.41,10843.97
20031024,10288.33,10909.62
20031027,10453.36,11084.62
20031028,10521.03,11156.38
20031029,10609.01,11249.67
20031030,10627.12,11268.87
20031031,10609.56,11250.25
20031104,10734.77,11383.03
20031105,10749.35,11398.48
20031106,10494.31,11128.04
20031107,10599.77,11239.87
20031110,10491.76,11125.33
20031111,10307.52,10929.97
20031112,10227.78,10845.41
20031113,10302.18,10924.31
20031114,10250.86,10869.89
20031117,9949.33,10550.15
20031118,9919.89,10518.93
20031119,9867.84,10463.74
20031120,10005.99,10610.23
20031121,10034.82,10640.80
20031125,10144.33,10760.53
20031126,10242.29,10864.44
20031127,10272.03,10895.98
20031128,10203.55,10823.35
20031201,10429.47,11063.02
20031202,10472.64,11108.81
20031203,10431.60,11065.27
20031204,10500.10,11137.94
20031205,10493.17,11130.58
20031208,10338.81,10966.85
20031209,10430.05,11063.63
20031210,10323.88,10951.01
20031211,10434.56,11068.42
20031212,10515.76,11154.55
20031215,10707.81,11358.26
20031216,10567.83,11209.78
20031217,10478.42,11114.94
20031218,10534.80,11174.75
20031219,10619.22,11264.29
20031222,10684.77,11333.83
20031224,10618.31,11263.33
20031225,10616.04,11271.26
20031226,10657.45,11315.22
20031229,10678.33,11337.38
20031230,10790.70,11456.69
20040105,10895.75,11568.22
20040106,10922.27,11596.38
20040107,10859.20,11529.41
20040108,10916.53,11590.28
20040109,10965.49,11642.27
20040113,10925.86,11600.20
20040114,10873.22,11544.30
20040115,10826.48,11494.68
20040116,10914.28,11587.90
20040119,11006.90,11686.23
20040120,11013.75,11693.51
20040121,10948.55,11624.28
20040122,11045.74,11727.47
20040123,11091.70,11776.27
20040126,11074.68,11758.20
20040127,11037.69,11720.94
20040128,10995.38,11676.02
20040129,10943.54,11620.97
20040130,10934.09,11610.94
20040202,10951.67,11629.60
20040203,10919.46,11595.40
20040204,10787.73,11455.51
20040205,10784.04,11451.60
20040206,10807.94,11476.98
20040209,10731.36,11395.66
20040210,10783.29,11450.80
20040212,10853.95,11525.84
20040213,10895.73,11570.20
20040216,10922.14,11598.25
20040217,10951.31,11629.60
20040218,10939.40,11616.95
20040219,10968.93,11648.31
20040220,10949.87,11628.07
20040223,11014.63,11696.84
20040224,10885.68,11561.87
20040225,10905.46,11582.88
20040226,11072.53,11760.33
20040227,11232.07,11929.77
20040301,11418.78,12128.08
20040302,11454.32,12165.83
20040303,11410.21,12118.98
20040304,11425.97,12135.72
20040305,11511.86,12226.94
20040308,11516.08,12231.42
20040309,11553.01,12270.65
20040310,11542.91,12259.92
20040311,11412.03,12120.91
20040312,11337.23,12041.46
20040315,11416.82,12126.00
20040316,11422.07,12131.57
20040317,11598.73,12319.21
20040318,11662.38,12386.82
20040319,11564.29,12282.63
20040322,11486.40,12199.90
20040323,11489.99,12203.71
20040324,11615.40,12336.91
20040325,11746.02,12475.65
20040326,11718.25,12551.19
20040329,11663.38,12492.42
20040330,11629.57,12456.20
20040331,11653.77,12482.12
20040401,11599.05,12423.51
20040402,11644.49,12472.19
20040405,11653.54,12481.88
20040406,11681.66,12511.99
20040407,11691.49,12522.52
20040408,11696.15,12527.51
20040409,11607.44,12432.50
20040412,11654.66,12483.07
20040413,11714.36,12547.02
20040414,11691.75,12522.81
20040415,11562.74,12384.62
20040416,11638.74,12466.02
20040419,11565.13,12387.18
20040420,11664.94,12494.09
20040421,11645.15,12472.89
20040422,11710.45,12542.83
20040423,11723.73,12557.05
20040426,11746.36,12581.29
20040427,11686.14,12516.80
20040428,11708.43,12540.66
20040430,11524.19,12343.33
20040506,11432.04,12244.63
20040507,11336.13,12141.90
20040510,10982.56,11763.20
20040511,10959.05,11738.02
20040512,11218.06,12015.44
20040513,11033.37,11817.62
20040514,11043.65,11828.63
20040517,10795.71,11563.08
20040518,10928.43,11705.22
20040519,11168.64,11962.51
20040520,11181.24,11976.01
20040521,11293.77,12096.53
20040524,11386.18,12195.51
20040525,11264.90,12065.61
20040526,11392.87,12206.82
20040527,11378.27,12191.19
20040528,11430.20,12246.83
20040531,11460.69,12279.50
20040601,11428.09,12244.53
20040602,11434.11,12250.98
20040603,11310.66,12118.72
20040604,11376.19,12188.92
20040607,11562.96,12389.04
20040608,11627.56,12458.25
20040609,11612.89,12442.53
20040610,11704.72,12540.93
20040611,11659.41,12492.38
20040614,11657.70,12490.54
20040615,11618.60,12448.66
20040616,11746.54,12585.73
20040617,11735.05,12573.42
20040618,11617.08,12447.03
20040621,11793.33,12635.86
20040622,11806.38,12649.85
20040623,11808.68,12652.32
20040624,11851.28,12697.96
20040625,11886.40,12747.16
20040628,11940.33,12805.00
20040629,11936.48,12800.87
20040630,11939.58,12804.19
20040701,11985.34,12853.26
20040702,11881.01,12741.38
20040705,11735.16,12584.97
20040706,11711.32,12559.40
20040707,11643.24,12486.39
20040708,11652.27,12496.07
20040709,11758.35,12609.84
20040712,11882.70,12743.20
20040713,11943.05,12807.92
20040714,11807.56,12662.61
20040715,11837.34,12694.55
20040716,11838.63,12695.93
20040720,11788.32,12641.98
20040721,11863.79,12722.91
20040722,11739.48,12589.60
20040723,11683.68,12529.76
20040726,11675.24,12520.71
20040727,11613.19,12455.93
20040728,11677.08,12524.46
20040729,11668.07,12514.80
20040730,11795.72,12651.71
20040802,11808.52,12665.44
20040803,11762.02,12615.56
20040804,11663.08,12509.44
20040805,11676.07,12523.37
20040806,11647.74,12493.00
20040809,11608.58,12450.99
20040810,11577.80,12417.97
20040811,11685.19,12533.16
20040812,11672.28,12519.32
20040813,11527.52,12364.05
20040816,11442.98,12273.37
20040817,11467.30,12299.84
20040818,11451.04,12282.40
20040819,11491.32,12325.60
20040820,11505.09,12340.37
20040823,11535.03,12372.49
20040824,11523.26,12359.86
20040825,11682.87,12531.06
20040826,11673.95,12523.04
20040827,11730.13,12583.31
20040830,11752.19,12606.97
20040831,11734.47,12587.96
20040901,11782.19,12639.15
20040902,11802.20,12660.62
20040903,11710.31,12562.04
20040906,11878.57,12742.55
20040907,11870.41,12733.79
20040908,11866.81,12729.93
20040909,11772.99,12629.29
20040910,11703.00,12554.20
20040913,11784.77,12641.92
20040914,11787.24,12644.57
20040915,11713.34,12565.29
20040916,11661.18,12509.34
20040917,11654.79,12502.48
20040921,11649.35,12496.65
20040922,11627.14,12472.82
20040924,11574.10,12415.93
20040927,11436.75,12365.62
20040928,11435.91,12364.72
20040929,11418.62,12346.02
20040930,11520.21,12455.86
20041001,11652.81,12599.23
20041004,11812.81,12772.22
20041005,11841.15,12802.87
20041006,11857.60,12820.65
20041007,11788.62,12746.06
20041008,11806.38,12765.27
20041012,11706.83,12657.63
20041013,11677.42,12625.83
20041014,11548.10,12486.01
20041015,11509.54,12444.33
20041018,11496.58,12430.31
20041019,11569.05,12508.66
20041020,11458.38,12389.01
20041021,11424.63,12352.51
20041022,11438.20,12367.18
20041025,11293.94,12211.22
20041026,11258.86,12173.28
20041027,11269.91,12185.22
20041028,11355.66,12277.94
20041029,11390.01,12315.08
20041101,11378.94,12303.11
20041102,11506.84,12441.40
20041104,11554.82,12493.28
20041105,11625.78,12570.00
20041108,11580.09,12520.60
20041109,11558.12,12496.85
20041110,11587.77,12528.91
20041111,11457.64,12388.21
20041112,11548.29,12486.22
20041115,11680.06,12628.69
20041116,11617.23,12560.75
20041117,11558.19,12496.92
20041118,11519.77,12455.38
20041119,11533.44,12470.16
20041122,11348.57,12270.28
20041124,11402.66,12328.76
20041125,11469.48,12404.31
20041126,11431.08,12362.78
20041129,11549.12,12490.44
20041130,11546.52,12487.63
20041201,11411.44,12341.54
20041202,11577.23,12520.85
20041203,11592.54,12537.41
20041206,11513.71,12452.15
20041207,11419.93,12350.72
20041208,11492.51,12429.22
20041209,11403.29,12332.73
20041210,11385.03,12312.98
20041213,11426.49,12357.81
20041214,11537.66,12478.05
20041215,11568.71,12511.63
20041216,11547.00,12488.15
20041217,11662.23,12612.77
20041220,11629.43,12577.30
20041221,11648.54,12597.97
20041222,11685.91,12638.38
20041224,11812.26,12775.03
20041227,11779.54,12751.32
20041228,11782.53,12754.56
20041229,11758.24,12728.27
20041230,11847.98,12825.41
20050104,11891.94,12873.00
20050105,11798.70,12772.07
20050106,11845.80,12823.05
20050107,11856.04,12834.14
20050111,11939.02,12923.97
20050112,11879.23,12859.24
20050113,11794.12,12767.11
20050114,11842.67,12819.66
20050117,11850.23,12827.85
20050118,11772.28,12743.46
20050119,11775.92,12747.41
