申込日,売残_株数(百万株),売残_前週比(%),売残_金額(百万円),売残金額_前週比(%),買残_株数(百万株),買残_前週比(%),買残_金額(百万円),買残金額_前週比(%),評価損益率(%),信用倍率
2007/02/23,1748,+36,17035,+303.8,4861,+98.2,38104,+303.9,-1.18,2.24
2007/03/02,1670,-78,16178,-857.8,4966,+105.1,40461,+2356.8,-6.18,2.5
2007/03/09,1614,-56,15729,-448.3,5094,+127.3,42657,+2195.7,-4.75,2.71
2007/03/16,1564,-49.5,14942,-786.7,5220,+125.7,44305,+1648.7,-7.47,2.97
2007/03/23,1528,-35.7,14947,+4.1,5071,-148.9,43098,-1207.1,-5.2,2.88
2007/03/30,1506,-22.1,14293,-654,5149,+77.9,43746,+648.2,-5.79,3.06
2007/04/06,1531,+25.3,14541,+248.5,5038,-110.1,42762,-984.5,-6.44,2.94
2007/04/13,1526,-4.9,14796,+254.4,5063,+24.3,42963,+200.8,-7.52,2.9
2007/04/20,1516,-10.3,14379,-416.7,4987,-76.1,42044,-918.6,-8.32,2.92
2007/04/27,1534,+17.5,14610,+230.8,4838,-148.3,40484,-1560,-8.63,2.77
2007/05/11,1596,+62.3,15272,+661.8,4985,+146.5,41942,+1458.2,-6.51,2.75
2007/05/18,1544,-51.8,14824,-447.9,4876,-108.5,41384,-558.5,-10.33,2.79
2007/05/25,1525,-19.2,14738,-85.7,4833,-42.9,40974,-409.9,-8.51,2.78
2007/06/01,1602,+76.6,15717,+979.6,4776,-57.5,39651,-1323.2,-6.29,2.52
2007/06/08,1569,-32.4,15307,-410.8,4965,+189.2,42333,+2682.2,-5.39,2.77
2007/06/15,1568,-0.7,15298,-8.9,4920,-44.8,41610,-722.6,-4.76,2.72
2007/06/22,1574,+5.6,15597,+299.6,5002,+82.1,41979,+369.1,-4.75,2.69
2007/06/29,1543,-31.4,15268,-329.7,5002,-0.6,42188,+209.2,-5.74,2.76
2007/07/06,1542,-1,15190,-77.7,4990,-11.9,41669,-519.6,-5.65,2.74
2007/07/13,1515,-26.9,14887,-302.7,4964,-25.8,41636,-33,-5.99,2.8
2007/07/20,1521,+6.2,14776,-111.2,4932,-32.2,41753,+117.6,-6.14,2.83
2007/07/27,1457,-63.7,14339,-436.9,4957,+25,43312,+1558.1,-9.81,3.02
2007/08/03,1428,-28.7,13830,-509,4932,-24.9,43805,+493.2,-9.97,3.17
2007/08/10,1361,-67.6,13326,-503.8,4789,-143,42779,-1025.9,-13.57,3.21
2007/08/17,1289,-71.5,12625,-701.3,4597,-191.6,41462,-1317,-21.49,3.28
2007/08/24,1291,+1.9,12673,+48.1,4334,-262.4,38892,-2569.4,-14.43,3.07
2007/08/31,1303,+11.8,12755,+82.7,4260,-74.9,37648,-1244.5,-13.76,2.95
2007/09/07,1307,+4.1,12593,-162.4,4275,+15.1,37761,+112.9,-16.33,3
2007/09/14,1367,+5.9,13179,+586.1,4098,-177,36026,-1735.2,-17.99,2.73
2007/09/21,1377,+10.2,12839,-340.6,3970,-127.1,34629,-1396.4,-16.91,2.7
2007/09/28,1399,+21.5,13164,+325.5,3932,-38.7,33988,-641.2,-12.38,2.58
2007/10/05,1407,+8.6,13197,+33,3992,+60.3,33773,-214.7,-9.93,2.56
2007/10/12,1405,-2.2,13272,+75,4015,+22.7,33771,-2,-9.59,2.54
2007/10/19,1399,-5.8,13000,-272.6,4118,+103.5,35340,+1568.6,-12.03,2.72
2007/10/26,1358,-41,12789,-210.8,4104,-14.2,35755,+415.6,-13.13,2.8
2007/11/02,1396,+37.4,12926,+137.5,4150,+45.5,36104,+348.8,-12.26,2.79
2007/11/09,1376,-20,12556,-369.9,4093,-57.1,35674,-430.6,-18.11,2.84
2007/11/16,1395,+19.4,12359,-196.9,3983,-109.5,34501,-1172.2,-18.16,2.79
2007/11/22,1404,+8.7,12462,+103.1,3808,-175.1,33198,-1303.7,-20.36,2.66
2007/11/30,1455,+50.8,12876,+413.6,3686,-121.7,31479,-1718.6,-16.04,2.44
2007/12/07,1472,+17,13268,+392.2,3667,-19.4,30562,-917,-14.58,2.3
2007/12/14,1415,-57,12387,-881.2,3764,+97.5,32002,+1440.1,-16.12,2.58
2007/12/21,1378,-36.8,11922,-465.2,3647,-11.6,31005,-996.9,-17.68,2.6
2007/12/28,1319,-59,11222,-700.3,3551,-96.4,29926,-1079.5,-16.24,2.67
2008/01/11,1345,+26,11587,+365.2,3468,-82.5,29123,-802.2,-21.23,2.51
2008/01/18,1316,-28.4,11081,-505.4,3121,-347.5,26136,-2987.2,-21.05,2.36
2008/01/25,1326,+9.2,11312,+230.7,2953,-168.2,23727,-2409.2,-19.46,2.1
2008/02/01,1306,-19.3,11134,-177.8,2945,-7.5,23323,-403.6,-19.47,2.09
2008/02/08,1296,-10.1,10959,-175.1,2998,+53.4,23738,+414.3,-22.22,2.17
2008/02/15,1383,+87.3,11672,+713.2,2901,-97.5,22593,-1144.4,-19.46,1.94
2008/02/22,1370,-13.4,11473,-199.4,2994,+93.5,23345,+751.4,-17.07,2.03
2008/02/29,1382,+11.8,11521,+47.7,3054,+59.9,23646,+301.7,-16.18,2.05
2008/03/07,1384,+1.7,11637,+116,3098,+43.9,24138,+491.2,-21.01,2.07
2008/03/14,1307,-76.6,10914,-729.1,3047,-51,23547,-590.9,-24.32,2.16
2008/03/21,1297,-9.9,10620,-293.6,2944,-103.2,22508,-1038.1,-21.95,2.12
2008/03/28,1295,-2,10538,-82.3,2859,-84.7,21806,-702.9,-20.24,2.07
2008/04/04,1327,+32.5,11229,+690.8,2732,-127.2,20222,-1583.5,-20.02,1.8
2008/04/11,1333,+5.3,11363,+134,2749,+17.1,20121,-101.3,-19.77,1.77
2008/04/18,1357,+23.8,11636,+273.6,2685,-63.9,19207,-914,-18,1.65
2008/04/25,1398,+41.4,12348,+711.2,2629,-56.1,18309,-897.5,-17.04,1.48
2008/05/02,1416,+18,12706,+358.2,2528,-101.5,17223,-1085.9,-15.12,1.36
2008/05/09,1416,-0.5,12527,-178.5,2591,+62.9,18228,+1004.6,-14.99,1.46
2008/05/16,1449,+33.1,12729,+201.5,2542,-48.4,17710,-517.5,-12.75,1.39
2008/05/23,1427,-21.5,12403,-325.7,2700,+1580,19536,+1825.9,-11.58,1.58
2008/05/30,1440,+12.8,12663,+259.6,2683,-16.8,18978,-558.5,-11.4,1.5
2008/06/06,1443,+3,12495,-167.6,2780,+97.1,19562,+584.3,-10.16,1.57
2008/06/13,1379,-63.9,11720,-775.4,2888,+107.5,21026,+1464.3,-11.96,1.79
2008/06/20,1387,+7.2,11939,+219.1,3005,+117.4,21614,+587.6,-12.44,1.81
2008/06/27,1373,-13.1,11704,-235.1,3015,+9.4,22065,+450.9,-14.37,1.89
2008/07/04,1370,-3,11489,-214.4,2980,-35.1,21830,-235.2,-15.44,1.9
2008/07/11,1403,+32.8,11738,+248.8,2932,-47.4,21467,-363,-16.27,1.83
2008/07/18,1364,-39.2,11259,-479.5,2912,-19.8,21356,-110.8,-18.06,1.9
2008/07/25,1378,+13.7,11137,-121.4,2837,-75.3,20760,-595.6,-14.74,1.86
2008/08/01,1363,-14.5,11048,-89.4,2862,+25.2,21276,+515.3,-16.62,1.92
2008/08/08,1350,-12.8,10994,-53.2,2771,-91.3,20433,-842.2,-18.2,1.86
2008/08/15,1314,-35.8,10781,-213.2,2743,-28.4,20322,-111.5,-19.37,1.88
2008/08/22,1302,-12.1,10664,-117.1,2737,-5.1,20520,+197.7,-19.7,1.92
2008/08/29,1385,+83.1,11405,+740.6,2637,-100.6,19384,-1135.1,-19.09,1.7
2008/09/05,1291,-94.3,10473,-931.4,2627,-9.3,19288,-96,-24.54,1.84
2008/09/12,1324,+32.8,10967,+493.7,2571,+56.7,18810,-478.6,-22.58,1.72
2008/09/19,1206,-118.1,9804,-1163.3,2474,-97,17980,-829.7,-22.36,1.83
2008/09/26,1173,-33.2,9356,-448,2524,+50.3,18154,+174.1,-23.33,1.94
2008/10/03,1091,-81.2,8655,-700.6,2461,-62.4,17585,-569.2,-30.76,2.03
2008/10/10,1067,-23.8,7806,-849.3,2079,-382.2,14089,-3496.3,-38.67,1.8
2008/10/17,1142,+74.3,8156,+350.5,2052,-27.3,13938,-150.3,-35.41,1.71
2008/10/24,1129,-13,7923,-233.3,2145,+73.2,14114,+175.3,-39.65,1.78
2008/10/31,1214,+85.4,8315,+392.3,1886,-239.4,11915,-2198.9,-35.39,1.43
2008/11/07,1226,+11.7,8586,+270.6,1924,+38.1,12013,+98.6,-32.29,1.4
2008/11/14,1212,-14.3,8523,-62.7,2024,+100,12529,+515.4,-32.76,1.47
2008/11/21,1243,+31.6,8614,+91.2,1985,-38.7,12147,-382.1,-35.62,1.41
2008/11/28,1342,+98.4,9267,+652.2,1903,-81.7,11502,-645.1,-34.02,1.24
2008/12/05,1370,+28.7,9316,+49.1,1925,+21.7,11328,-173.1,-37.51,1.22
2008/12/12,1431,+60.3,9552,+236.2,1841,-83.7,10835,-493.4,-33.11,1.13
2008/12/19,1408,-22.3,9503,-49,1839,-2.2,10465,-370.2,-31.36,1.1
2008/12/30,1392,-16.8,9160,-342.4,1819,-19.9,10084,-380.2,-27.78,1.1
2009/01/09,1542,+150.3,9419,+258.3,1998,+178.8,10278,+193.4,-24.21,1.09
2009/01/16,1466,-76.3,8760,-658.6,2120,+122.3,10995,+716.8,-23.96,1.26
2009/01/23,1474,+8.2,8872,+111.8,2223,+103.1,11487,+491.8,-26.13,1.29
2009/01/30,1524,+50.3,9267,+394.8,2137,-857.6,10824,-662.9,-25.09,1.17
2009/02/06,1570,+46.1,9521,+254.5,2123,-14.1,10652,-171.8,-24.61,1.12
2009/02/13,1534,-36.6,9291,-230.5,2178,+54.4,10838,+186.2,-25.73,1.17
2009/02/20,1500,-33.6,8919,-371.2,2244,+66.5,11069,+230.5,-27.93,1.24
2009/02/27,1537,+36.6,9141,+221.9,2214,-30.4,10599,-469.7,-26.24,1.16
2009/03/06,1573,+36.4,8902,-239.5,2272,+57.7,11092,+492.8,-25.72,1.25
2009/03/13,1567,-6.2,8961,+59.1,2241,-31,10631,-460.8,-25.62,1.19
2009/03/19,1584,+16.8,9020,+59.3,2110,-130.5,9978,-653.1,-21.72,1.11
2009/03/27,1691,+107.1,9944,+923.4,1940,-1699,8987,-990.9,-18.49,0.9
2009/04/03,1727,+36.1,10289,+345.3,1968,+28.2,9062,+75.2,-17.58,0.88
2009/04/10,1733,+5.9,10250,-38.7,2044,+75.8,9537,+474.6,-14.56,0.93
2009/04/17,1669,-64.1,9751,-499.6,2160,+116.1,10186,+649.1,-13.6,1.04
2009/04/24,1650,-19,9524,-227.3,2253,+92.2,10837,+651.1,-13.5,1.14
2009/05/01,1630,-20,9731,+207.2,2146,-106.2,10231,-605.6,-13.09,1.05
2009/05/15,1627,-2.7,9687,-43.4,2225,+79,11020,+789,-11.34,1.14
2009/05/22,1631,+4,9717,+29.2,2375,+149.4,11788,+768,-11.31,1.21
