申込日,売残_株数(百万株),売残_前週比(%),売残_金額(百万円),売残金額_前週比(%),買残_株数(百万株),買残_前週比(%),買残_金額(百万円),買残金額_前週比(%),評価損益率(%),信用倍率
2021/02/26,441,-51.8,7734,-1371.8,2272,+24.8,29743,+1559.5,-10,3.85
2021/03/05,471,+30.2,8088,+354.2,2259,-13.3,29841,+98.5,-10.21,3.69
2021/03/12,499,+28.1,8367,+278.2,2275,+16,29599,-242.3,-8.1,3.54
2021/03/19,534,+34.3,8967,+600.5,2292,+17.1,30440,+840.7,-6,3.39
2021/03/26,579,+45.6,9781,+814.1,2286,-5.6,30796,+356.2,-7.41,3.15
2021/04/02,410,-168.9,7629,-2152.5,2360,+73.2,30726,-70.3,-7.59,4.03
2021/04/09,392,-18.7,7235,-394.3,2395,+35.5,31672,+946,-7.67,4.38
2021/04/16,391,-0.4,7329,+94.4,2373,-22.6,31976,+304.3,-7.59,4.36
2021/04/23,378,-12.8,7072,-257.4,2394,+21.1,33005,+1029.3,-8.71,4.67
2021/04/30,369,-9,6742,-329.3,2364,-29.8,32941,-64.6,-8.75,4.89
2021/05/14,371,+2.2,6422,-320.5,2323,-40.6,33360,+419.8,-9.8,5.19
2021/05/21,388,+16.1,6830,+408.4,2331,+7.3,32874,-486.7,-8.94,4.81
2021/05/28,423,+35,7582,+751.8,2330,-0.7,32076,-797.5,-8.82,4.23
2021/06/04,449,+26.3,7886,+304.4,2362,+31.8,33054,+977.4,-8.33,4.19
2021/06/11,444,-5.1,7862,-23.8,2399,+37.6,33759,+705,-7.9,4.29
2021/06/18,416,-27.9,7707,-155.2,2448,+48.5,34120,+361.1,-8.76,4.43
2021/06/25,429,+13.2,8049,+341.3,2413,-34.7,33643,-476.9,-8.19,4.18
2021/07/02,400,-29.4,7174,-874.4,2442,+28.4,34385,+742.5,-8.11,4.79
2021/07/09,386,-13.9,6727,-447.1,2483,+41.1,36041,+1655.3,-8.48,5.36
2021/07/16,389,+2.8,6774,+47.4,2443,-39.7,35320,-721,-8.15,5.21
2021/07/21,381,-7.9,6585,-189,2461,+18.3,35614,+293.9,-9.65,5.41
2021/07/30,379,-1.8,6548,-37.1,2443,-18.7,35519,-95.1,-10,5.42
2021/08/06,376,-2.4,6829,+280.9,2403,-39.9,34381,-1138,-11.01,5.03
2021/08/13,398,+21.5,7248,+418.8,2372,-30.3,34115,-265.4,-10.24,4.71
2021/08/20,389,-8.8,6922,-325.6,2376,+3.4,34572,+456.8,-12.88,4.99
2021/08/27,443,+53.6,8432,+1509.8,2368,-7.3,33685,-886.5,-10.79,3.99
2021/09/03,402,-40.4,7965,-467.1,2382,+13.6,32766,-919.1,-9.23,4.11
2021/09/10,423,+20.3,8590,+625,2388,+5.7,32596,-169.9,-7.47,3.79
2021/09/17,461,+38.2,9207,+616.9,2379,-9.1,33034,+437.3,-8.06,3.59
2021/09/24,484,+23.3,9277,+69.5,2309,-69.9,32998,-35.1,-7.7,3.56
2021/10/01,391,-92.9,7029,-2248.1,2331,+22.2,35365,+2366.7,-9.4,5.03
2021/10/08,421,+30.2,7033,+4.9,2297,-33.7,35140,-225,-9.8,5
2021/10/15,432,+10.9,7163,+129.4,2312,+15.3,34826,-314.2,-7.66,4.86
2021/10/22,464,+31.8,7722,+559.4,2382,+69.3,35546,+719.9,-7.3,4.6
2021/10/29,402,-61.9,6682,-1040.7,2416,+34.1,35961,+415.2,-7.68,5.38
2021/11/05,405,+2.9,7123,+441.8,2392,-24.1,35063,-898.1,-7.87,4.92
2021/11/12,416,+10.9,7356,+232.2,2396,+4,34724,-338.5,-7.89,4.72
2021/11/19,408,-7.7,7473,+117.2,2455,+58.6,35793,+1068.8,-8.2,4.79
2021/11/26,425,+16.6,7839,+366,2470,+15.5,37401,+1608.2,-9.66,4.77
2021/12/03,400,-25.2,6955,-884.3,2419,-50.6,36488,-913.8,-10.83,5.25
2021/12/10,427,+27.2,7795,+840.8,2423,+3.2,35879,-608.2,-10.87,4.6
2021/12/17,415,-12.4,7492,-303.3,2406,-17.1,35169,-710.6,-11.21,4.69
2021/12/24,426,+10.9,7989,+496.8,2405,-0.6,34344,-824.7,-10.86,4.3
2021/12/30,353,-72.5,6473,-1515.7,2353,-52,33576,-767.7,-10.02,5.19
2022/01/07,380,+26.6,6789,+315.4,2313,-39.4,33647,+70.5,-11.3,4.96
2022/01/14,394,+14,6854,+65.2,2321,+7.3,34398,+751.2,-10.61,5.02
2022/01/21,395,+1.7,6497,-356.4,2299,-21.9,34173,-225,-12.93,5.26
2022/01/28,396,+0.7,6634,+136.6,2227,-71.6,33436,-737.4,-15.75,5.04
2022/02/04,416,+20,7005,+370.4,2211,-16.4,33198,-237.8,-12.18,4.74
2022/02/10,449,+33.1,7563,+558.3,2203,-7.4,32874,-323.4,-10.9,4.35
2022/02/18,470,+20.5,7899,+336.3,2185,-17.8,32658,-216.6,-12.93,4.13
2022/02/25,416,-54.3,6935,-963.9,2166,-19.6,32379,-278.5,-14.32,4.67
2022/03/04,440,+24.4,6834,-100.7,2220,+53.8,33522,+1142.8,-13,4.91
2022/03/11,477,+37.2,7401,+567,2148,-71.3,32067,-1454.9,-15.66,4.33
2022/03/18,522,+45,8532,+1130.4,2103,-45.2,30400,-1667.4,-12.27,3.56
2022/03/25,576,+53.5,9758,+1226.4,2077,-25.5,29503,-896.5,-11.36,3.02
2022/04/01,402,-173.8,7198,-2560.5,2075,-2.5,29569,+66.1,-11.94,4.11
2022/04/08,385,-17.5,6619,-578.6,2142,+67.1,30740,+1170.5,-12.7,4.64
2022/04/15,406,+21.4,6687,+67.4,2136,-5.5,30609,-131.1,-12.49,4.58
2022/04/22,417,+10.9,6795,+108.3,2168,+31.8,30970,+361.1,-12.81,4.56
2022/04/28,401,-15.5,6459,-336.2,2149,-19.1,30760,-209.2,-12.87,4.76
2022/05/13,407,+5.7,6451,-7.4,2148,-1.4,30963,+202.5,-13.19,4.8
2022/05/20,422,+15.1,6946,+494.8,2192,+44.4,30813,-150.2,-12.16,4.44
2022/05/27,454,+31.2,7744,+798.1,2205,+12.7,30589,-223.8,-12.4,3.95
2022/06/03,458,+4,7938,+193.6,2242,+36.7,30318,-271.2,-11.08,3.82
2022/06/10,462,+4.1,7930,-7.8,2243,+1.3,30713,+395.4,-10.56,3.87
2022/06/17,435,-27.1,6979,-951.2,2227,-16,32327,+1613.7,-13.2,4.63
2022/06/24,457,+21.8,7725,+746.2,2169,-57.8,31308,-1019.2,-12.23,4.05
2022/07/01,435,-21.1,6810,-915.5,2198,+28.6,31861,+553.2,-13.13,4.68
2022/07/08,443,+7.7,7124,+314.1,2182,-16.2,30265,-1595.8,-12.16,4.25
2022/07/15,442,-1,7364,+240.7,2224,+42.7,30264,-1.3,-12.36,4.11
2022/07/22,467,+25.2,8138,+773.4,2214,-10.7,28740,-1523.6,-11.03,3.53
2022/07/29,451,-16.1,8080,-58.2,2234,+20,28928,+187.9,-11.17,3.58
2022/08/05,444,-7,8264,+184.1,2288,+54.2,28934,+6,-10.56,3.5
2022/08/12,477,+32.4,8851,+587.1,2264,-24.5,28428,-505.5,-10.48,3.21
2022/08/19,501,+24.7,9366,+515.4,2287,+23.1,28831,+402.7,-10.55,3.08
2022/08/26,520,+18.5,9323,-43.7,2287,-0.2,29622,+791.1,-9.8,3.18
2022/09/02,460,-59.5,7965,-1358,2319,+32.5,31767,+2144.4,-10.79,3.99
2022/09/09,484,+23.3,8470,+505.6,2321,+2,30895,-871.5,-9.42,3.65
2022/09/16,497,+13.2,8561,+90.5,2342,+20.8,32052,+1156.1,-10.56,3.74
2022/09/22,507,+10.4,8566,+5.6,2286,-55.8,31934,-117.6,-10.76,3.73
2022/09/30,403,-104.6,6401,-2165.2,2309,+22.7,32432,+498.1,-13.07,5.07
2022/10/07,413,+10.4,6968,+566.5,2274,-34.3,30137,-2295.2,-12.09,4.33
2022/10/14,420,+6.3,7070,+102.5,2272,-2.2,30347,+210.7,-12.21,4.29
2022/10/21,426,+6.7,7025,-45.4,2310,+37.9,31478,+1130.7,-11.04,4.48
2022/10/28,411,-15,6875,-149.4,2335,+25.1,31160,-318.6,-10.7,4.53
2022/11/04,415,+4,7044,+169.1,2361,+25.4,31419,+259.1,-10.62,4.46
2022/11/11,425,+9.9,8043,+999,2335,-25.7,29417,-2001.6,-10.18,3.66
2022/11/18,424,-1.1,7922,-121.5,2353,+18.5,30658,+1241.1,-10.67,3.87
2022/11/25,451,+26.9,8533,+611.5,2344,-9.3,30091,-566.8,-9.59,3.53
2022/12/02,426,-25.5,7905,-628,2429,+84.9,32247,+2155.4,-10.06,4.08
2022/12/09,431,+5.2,8337,+431.3,2466,+36.7,31889,-358.2,-9.51,3.82
2022/12/16,448,+16.7,8179,-158.1,2499,+33.5,33354,+1465.7,-10.4,4.08
2022/12/23,464,+16.8,7989,-189.9,2469,-30.2,33999,+644.7,-12.47,4.26
2022/12/30,383,-81.3,6313,-1675.8,2432,-37.2,33423,-575.8,-11.12,5.29
2023/01/06,382,-0.8,6400,+86.8,2463,+31,33930,+506.5,-11.68,5.3
2023/01/13,403,+21.1,6898,+498.3,2459,-3.6,33632,-298.2,-10.49,4.88
2023/01/20,398,-4.9,6973,+74.6,2460,+1.2,32990,-641.2,-10.02,4.73
2023/01/27,448,+49.6,8211,+1238.8,2448,-12.3,31744,-1246.5,-10.16,3.87
2023/02/03,441,-6.6,8298,+86.2,2501,+53,32011,+267.6,-10.54,3.86
2023/02/10,456,+15.1,8645,+347.5,2516,+15,32153,+141.9,-10.32,3.72
2023/02/17,482,+25.1,9030,+384.7,2497,-19.4,32236,+82.9,-9.89,3.57
2023/02/24,564,+82.5,10651,+1620.8,2533,+36.7,32838,+601.9,-10.09,3.08
2023/03/03,478,-86.6,8909,-1742.3,2559,+25.4,32448,-389.9,-9.21,3.64
2023/03/10,517,+39.2,9606,+697.3,2599,+39.7,32452,+3.8,-9.24,3.38
2023/03/17,474,-42.8,8583,-1022.5,2591,-7.1,33498,+1045.5,-10.91,3.9
2023/03/24,530,+56.4,9628,+1044.2,2619,+27.4,33922,+423.9,-10.46,3.52
2023/03/31,379,-151.5,7485,-2142.9,2591,-28,32504,-1418,-10.03,4.34
2023/04/07,357,-22.1,6809,-675.2,2655,+64,33941,+1436.8,-10.39,4.98
2023/04/14,383,+26.1,7677,+867.5,2686,+30.9,33285,-655.9,-8.59,4.34
2023/04/21,388,+4.7,8037,+360.3,2693,+6.7,33284,-0.8,-9.27,4.14
2023/04/28,373,-14.6,7659,-378.2,2673,-19.6,33119,-164.8,-9.29,4.32
2023/05/12,393,+20.5,8443,+784.3,2704,+31,32473,-646.1,-9.46,3.85
2023/05/19,465,+71.5,9720,+1276.3,2675,-29.5,31363,-1109.3,-8.89,3.23
2023/05/26,472,+6.6,9811,+91.4,2698,+23.7,31883,+519.5,-10.57,3.25
2023/06/02,407,-64.6,9071,-739.9,2698,-0.2,32157,+274.1,-9.47,3.55
2023/06/09,424,+16.9,9587,+515.4,2688,-9.6,32214,+56.5,-9,3.36
2023/06/16,435,+11.3,10185,+598.3,2696,+7.7,32476,+262.8,-7.34,3.19
2023/06/23,442,+6.6,10003,-181.7,2742,+45.7,34688,+2212,-8.65,3.47
2023/06/30,413,-28.8,9063,-939.9,2896,+153.7,34675,-13.4,-8.24,3.83
2023/07/07,407,-5.7,8741,-322.3,2933,+37.5,36277,+1602.3,-9.71,4.15
2023/07/14,391,-16.1,8646,-94.4,2958,+24.8,36411,+134.1,-10.19,4.21
2023/07/21,397,+5.8,8530,-116.3,2935,-23.3,36703,+291.9,-10.13,4.3
2023/07/28,409,+11.8,8725,+195.2,2908,-27.1,36238,-465.4,-9.07,4.15
2023/08/04,399,-9.9,8316,-409.4,2958,+50.4,37957,+1719.4,-8.88,4.56
2023/08/10,411,+12.3,8640,+324.1,2875,-82.8,36742,-1214.8,-9.35,4.25
2023/08/18,403,-8.5,8244,-395.9,2822,-53.5,36642,-100.3,-11.73,4.44
2023/08/25,429,+26.2,8614,+370.2,2773,-48.8,36738,+96.1,-9.74,4.26
2023/09/01,417,-12.3,8918,+303.2,2714,-58.3,34559,-2179.1,-8.8,3.88
2023/09/08,440,+23.3,9242,+324.9,2756,+41.8,36030,+1471.2,-9.37,3.9
2023/09/15,482,+41.6,9887,+644.8,2740,-16.1,35699,-331.3,-8.19,3.61
2023/09/22,492,+9.8,9620,-267.4,2753,+13,37562,+1862.8,-8.93,3.9
2023/09/29,369,-122.9,7280,-2339.3,2813,+59.8,38722,+1160.1,-8.84,5.32
2023/10/06,352,-16.7,6684,-596.1,2809,-3.8,39372,+650.1,-10.1,5.89
2023/10/13,356,+4.2,7529,+845,2855,+46,38814,-558.2,-9.96,5.16
2023/10/20,361,+5,7290,-239.4,2854,-1.2,39886,+1071.9,-10.81,5.47
2023/10/27,378,+16.4,7489,+199,2805,-49.3,40085,+199.5,-10.45,5.35
2023/11/02,351,-27.1,7113,-375.4,2794,-10.3,38869,-1216.2,-9.31,5.46
2023/11/10,354,+3.6,7693,+579.6,2861,+66.1,38749,-120.3,-9.53,5.04
2023/11/17,366,+11.5,8517,+824.3,2819,-41.3,37561,-1187.3,-9.05,4.41
2023/11/24,386,+19.9,9134,+616.6,2823,+3.4,38057,+496.1,-8.76,4.17
2023/12/01,379,-6.3,8861,-273.1,2838,+15.2,38451,+394,-8.78,4.34
2023/12/08,391,+11.1,8229,-631.7,2838,+0.3,39839,+1387.8,-9.71,4.84
2023/12/15,425,+34.6,9181,+951.6,2790,-48.3,37948,-1891.1,-10.61,4.13
2023/12/22,395,-29.8,8956,-224.2,2792,+2.4,37388,-559.9,-9.68,4.17
2023/12/29,322,-73.8,7031,-1925.7,2744,-47.9,36180,-1208,-8.2,5.15
2024/01/12,367,+45.6,8736,+1705.6,2716,-27.9,34542,-1638.5,-7.86,3.95
2024/01/19,376,+8.7,9158,+421.2,2760,+43.9,35220,+678.1,-8.24,3.85
2024/01/26,379,+3,8808,-349.2,2801,+40.2,37120,+1900.3,-7.6,4.21
2024/02/02,381,+2.1,8858,+49.5,2858,+57.5,38184,+1063.7,-6.92,4.31
2024/02/09,394,+13.2,9401,+542.5,2982,+123.4,39500,+1315.9,-6.91,4.2
2024/02/16,427,+32.3,10215,+813.9,2916,-66,39391,-108.6,-5.57,3.86
2024/02/22,446,+19.3,10614,+399.7,2955,+39.8,40050,+658.7,-4.77,3.77
2024/03/01,395,-50.7,9484,-1130.5,2990,+34.2,40999,+948.9,-3.6,4.32
2024/03/08,410,+14.7,9479,-5,3069,+79.5,43380,+2381.6,-4.33,4.58
2024/03/15,429,+18.6,9195,-283.2,3082,+13.2,44286,+905.3,-6.09,4.82
2024/03/22,486,+57.2,10926,+1730.4,3059,-22.9,42183,-2102.8,-2.55,3.86
2024/03/29,368,-118.3,8382,-2543.9,3145,+85.6,43043,+859.8,-3.54,5.14
2024/04/05,355,-12.7,7590,-791.8,3210,+64.4,45733,+2690.3,-6.16,6.03
2024/04/12,376,+21,7762,+171.4,3287,+77.5,45953,+219.8,-4.36,5.92
2024/04/19,340,-35.6,6671,-1091,3295,+8.1,48645,+2691.8,-7.64,7.29
2024/04/26,358,+18.2,6695,+24.8,3283,-12.3,47332,-1312.9,-6.12,7.07
2024/05/02,337,-21.7,6923,+227.2,3247,-35.5,46836,-495.8,-6.43,6.77
2024/05/10,359,+22.4,7294,+371.8,3262,+14.8,46979,+142.8,-5.81,6.44
2024/05/17,350,-8.8,7565,+270.6,3292,+30,46837,-141.6,-6.44,6.19
2024/05/24,375,+24.4,7779,+214.3,3352,+59.8,47400,+562.6,-7.17,6.09
2024/05/31,391,+16.5,7757,-22.5,3318,-33.7,47089,-311.1,-6.56,6.07
2024/06/07,370,-21.2,7398,-359.2,3381,+62.9,48260,+1171.8,-6.79,6.52
2024/06/14,383,+12.6,7608,+210.2,3414,+33,48697,+436.5,-6.07,6.4
2024/06/21,376,-6.5,7617,+9.4,3408,-6.4,49117,+420.1,-6.79,6.45
2024/06/28,373,-2.6,7248,-369.5,3405,-2.3,47533,-1584.2,-5.12,6.56
2024/07/05,400,+26.7,8015,+767.5,3422,+16.4,47170,-363.2,-4.63,5.89
2024/07/12,390,-10.5,7831,-184.7,3383,-38.6,47882,+712.4,-4.62,6.11
2024/07/19,415,+25.3,7605,-225.3,3405,+22.1,49254,+1371.9,-5.54,6.48
2024/07/26,368,-47.3,6844,-760.7,3388,-17.5,49808,+554.3,-9.36,7.28
2024/08/02,320,-47.8,5586,-1258,3344,-44.3,48720,-1088,-13.69,8.72
2024/08/09,306,-13.6,5297,-289.1,2823,-520.1,39634,-9086,-14.16,7.48
2024/08/16,353,+46.6,6535,+1237.7,2783,-40.3,38535,-1099,-8.38,5.9
2024/08/23,370,+17.3,6862,+326.6,2816,+33.3,39475,+939.2,-8.47,5.75
2024/08/30,343,-27.2,6268,-594.1,2858,+41.4,39851,+376.7,-7.21,6.36
2024/09/06,345,+2.1,6078,-189.4,2889,+31.1,41046,+1194.5,-11.19,6.75
2024/09/13,357,+12.5,6276,+198,2922,+33.1,40859,-186.9,-11.35,6.51
2024/09/20,404,+46.7,7271,+995,2889,-33.3,39831,-1027.8,-9.37,5.48
2024/09/27,334,-70.4,6330,-940.8,2949,+59.8,38110,-1721.4,-7.71,6.02
2024/10/04,299,-34.3,5716,-614,2969,+19.7,39328,+1218.7,-8.65,6.88
2024/10/11,312,+12.2,6263,+546.4,3056,+87.4,39625,+296.2,-9.02,6.33
2024/10/18,320,+7.9,6177,-85.4,3053,-3.3,40650,+1024.9,-9.05,6.58
2024/10/25,303,-16.1,5926,-250.8,3073,+20.7,40960,+310.6,-11.48,6.91
2024/11/01,296,-7.2,5263,-663.2,3060,-12.9,41493,+532.5,-9.72,7.88
2024/11/08,331,+34.4,5984,+720.5,3032,-28.7,39838,-1654.6,-8.43,6.66
2024/11/15,343,+12.8,6258,+274.3,3026,-5.2,40857,+1019.2,-9.57,6.53
2024/11/22,358,+14.8,6489,+230.2,3071,+44.4,42395,+1537.1,-8.66,6.53
2024/11/29,394,+35.8,7280,+791,3164,+92.7,43509,+1114,-8.73,5.98
2024/12/06,363,-31.6,7045,-234.6,3124,-39.1,42423,-1085.1,-8.73,6.02
2024/12/13,413,+50.3,8146,+1100.7,3069,-55.1,42059,-364.1,-8.43,5.16
2024/12/20,394,-18.9,7501,-645,3086,+16.9,42891,+831.7,-8.86,5.72
2024/12/27,340,-53.6,6792,-708.2,2982,-104,39663,-3227.8,-6.82,5.84
2025/01/10,329,-11,6399,-393.5,3103,+120.7,42279,+2616.2,-7.48,6.61
2025/01/17,324,-4.8,6041,-357.6,3138,+34.8,43305,+1026.1,-8.1,7.17
2025/01/24,360,+36.1,7244,+1202.5,3080,-57.7,41279,-2026.3,-7.14,5.7
2025/01/31,368,+7.7,7048,-196,3079,-1.4,42453,+1174.2,-5.51,6.02
2025/02/07,386,+17.9,7146,+98.1,3185,+106.2,44310,+1856.5,-5.77,6.2
2025/02/14,409,+23.1,7898,+752.1,3201,+16.2,44606,+296.1,-5.28,5.65
2025/02/21,426,+16.8,8483,+585.3,3240,+39.3,45372,+765.7,-6.2,5.35
2025/02/28,350,-75.9,6307,-2175.8,3267,+26.4,47109,+1737,-7.69,7.47
2025/03/07,391,+40.9,7245,+938,3205,-61.6,45656,-1452.7,-8.1,6.3
2025/03/14,463,+72.1,8306,+1060,3186,-19.1,45056,-599.9,-7.23,5.42
2025/03/21,461,-2.1,8464,+158,3180,-6,44724,-332,-5.64,5.28
2025/03/28,312,-148.8,5768,-2695.5,3262,+82,45791,+1066.5,-6.57,7.94
2025/04/04,253,-59.5,4641,-1126.8,3186,-76,44696,-1094.6,-15.31,9.63
2025/04/11,258,+5.3,4593,-48.1,2847,-339.4,39508,-5188.3,-13.32,8.6
2025/04/18,326,+67.9,5965,+1372.2,2850,+3.7,39537,+29.5,-11.53,6.63
2025/04/25,326,-0.4,6461,+495.5,2867,+17,38853,-684.4,-10.87,6.01
2025/05/02,329,+3.2,6461,±0,2851,-16.1,38721,-131.4,-10.28,5.99
2025/05/09,340,+11.1,6991,+530.6,2847,-4.1,38199,-522.3,-9.36,5.46
2025/05/16,345,+4.6,7325,+333.7,2878,+30.4,38419,+220.1,-8.71,5.24
2025/05/23,361,+16.6,7814,+488.2,2925,+47.7,39238,+819,-9.47,5.02
2025/05/30,370,+8.5,8047,+233,2903,-22.8,39206,-32.5,-7.18,4.87
2025/06/06,371,+1.1,8200,+153.4,2956,+53.5,40142,+936.4,-8,4.9
2025/06/13,406,+34.9,8440,+239.7,3019,+63.3,40489,+347,-7.09,4.8
2025/06/20,397,-8.5,8997,+557.6,3051,+31.2,40540,+50.5,-7.82,4.51
2025/06/27,378,-19.4,8766,-231.5,3027,-23.7,38390,-2149.2,-7.44,4.38
2025/07/04,384,+5.9,8417,-349.2,3066,+38.7,39411,+1020.3,-8.44,4.68
2025/07/11,415,+30.8,8608,+191.4,3107,+41.5,40040,+629.5,-7.13,4.65
2025/07/18,416,+1.4,8722,+113.8,3135,+28.1,40330,+290.1,-7.79,4.62
2025/07/25,443,+26.6,9576,+853.7,3036,-99.3,38274,-2056.1,-6.56,4
2025/08/01,439,-3.4,9274,-301.8,2998,-37.5,38987,+712.4,-6.25,4.2
2025/08/08,468,+28.4,10032,+758.5,2979,-19.6,38905,-82.1,-5.41,3.88
2025/08/15,477,+9.4,11051,+1018.8,2944,-34.9,37786,-1118.8,-5.48,3.42
2025/08/22,490,+13.2,10567,-484.1,3016,+72.3,39879,+2092.9,-5.54,3.77
2025/08/29,435,-55.9,9395,-1172.1,3140,+123.4,41475,+1596.7,-5.9,4.41
2025/09/05,454,+19.6,9566,+171.1,3178,+38.5,42324,+848.7,-5.96,4.42
2025/09/12,491,+36.4,10902,+1335.9,3192,+14,41511,-813.3,-5.29,3.81
2025/09/19,499,+7.9,11229,+326.6,3219,+26.5,41891,+380,-6.22,3.73
2025/09/26,706,+207.7,15147,+3918.7,3181,-37.6,42110,+219.1,-6.68,2.78
2025/10/03,388,-318.1,9321,-5825.8,3473,+292.1,42848,+738,-7.75,4.6
2025/10/10,386,-1.7,9375,+53.7,3550,+77.1,43623,+774.9,-7.88,4.65
2025/10/17,384,-2.4,9182,-193.6,3523,-27.6,44984,+1360.6,-8.94,4.9
2025/10/24,403,+19.2,9752,+570.1,3522,-0.2,44378,-605.9,-6.88,4.55
2025/10/31,369,-33.9,9503,-248.7,3532,+9.6,45025,+647.4,-6.95,4.74
2025/11/07,361,-8.5,8161,-1342.1,3613,+80.4,47355,+2329.9,-7.19,5.8
2025/11/14,384,+22.9,8497,+335.8,3628,+15.1,48348,+993.2,-7.14,5.69
2025/11/21,394,+10.6,8059,-437.2,3461,-166.5,47320,-1027.9,-8.66,5.87
2025/11/28,400,+6.1,8733,+673.5,3459,-2.1,47012,-308.1,-7.11,5.38
2025/12/05,400,-0.5,9005,+272.1,3555,+95.7,47828,+815.9,-8.13,5.31
2025/12/12,417,+17.4,9147,+141.6,3509,-45.8,47625,-203.5,-7.56,5.21
2025/12/19,425,+7.2,9162,+15.3,3543,+34.2,49011,+1386.7,-8.1,5.35
2025/12/26,501,+76.5,11444,+2281.4,3455,-88.1,47976,-1035.6,-5.85,4.19
2026/01/09,391,-110,8624,-2819.1,3481,+25.4,48044,+68.3,-3.04,5.57
2026/01/16,413,+21.8,9278,+653.6,3524,+43.2,48541,+497.3,-1.21,5.23
2026/01/23,417,+4.3,9122,-156.4,3639,+115.1,51161,+2619.9,-1.64,5.61
2026/01/30,408,-8.9,8816,-305.9,3729,+90.4,53867,+2705.2,-3.52,6.11
2026/02/06,433,+24.5,9299,+483,3678,-51.5,53552,-314.4,-3.06,5.76
2026/02/13,463,+30,10228,+929,3635,-42.6,52853,-699.4,-2.02,5.17
2026/02/20,488,+25.1,10620,+392.7,3734,+98.5,55830,+2977,-2.15,5.26
2026/02/27,451,-37,10034,-586.7,3656,-77.6,55405,-424.8,-0.13,5.52
2026/03/06,460,+9,9793,-240.6,3686,+30,57181,+1775.7,-4.42,5.84
2026/03/13,513,+52.9,10012,+218.7,3742,+55.4,57194,+13.5,-5.69,5.71
2026/03/19,535,+21.9,10219,+207.3,3775,+32.8,58025,+830.9,-5.97,5.68
2026/03/27,843,+307.6,15420,+5200.7,3545,-229.4,54419,-3606.3,-6.9,3.53
2026/04/03,459,-383.8,8679,-6740.9,3586,+41.3,52704,-1714.7,-7.67,6.07
2026/04/10,442,-16.7,9733,+1053.6,3623,+36.5,51565,-1139.5,-6.59,5.3
2026/04/17,450,+7.6,9434,-298.7,3623,±0,54859,+3294.5,-4.46,5.82
2026/04/24,461,+11.3,9801,+367,3803,+180.5,56232,+1373.2,-5.45,5.74
2026/05/01,422,-39.4,8406,-1394.6,3797,-6.3,57547,+1314.6,-4.82,6.85
2026/05/15,446,+23.5,8789,+382.7,3799,+1.6,60113,+2566.2,-4.47,6.84
2026/05/22,458,+12,9127,+338,3756,-42.5,60793,+679.5,-1.38,6.66
2026/05/29,439,-18.7,9028,-99.3,3854,+98.1,63915,+3122,-0.36,7.08
2026/06/05,438,-0.7,8882,-145.4,3921,+66.6,66958,+3043.3,-0.68,7.54
2026/06/12,423,-15.5,8742,-140.7,3813,-108,63733,-3225.5,-3.86,7.29
2026/06/19,437,+14.9,10161,+1419.2,3915,+102.3,64756,+1023.2,+1.47,6.37
2026/06/26,498,+60.5,10537,+376,3940,+24.7,70167,+5410.9,-3.09,6.66
2026/07/03,394,-103.6,7852,-2684.6,3871,-69.3,67452,-2715.2,-2.78,8.59
2026/07/10,403,+8.2,7955,+102.5,3806,-64.3,67322,-129.8,-4.95,8.46
2026/07/17,402,-1,6814,-1141.1,3704,-102.7,67097,-224.8,-10.45,9.85
2026/07/24,415,+13.1,7252,+438.5,3662,-41.1,64769,-2328,-8.24,8.93
2026/07/31,421,+5.8,7287,+34.4,3584,-78.4,62022,-2746.7,-8.44,8.51
